'Elapsed time','ECG'
'0:24.070',10.235
'0:24.080',10.235
'0:24.090',10.235
'0:24.100',10.235
'0:24.110',10.235
'0:24.120',10.235
'0:24.130',10.235
'0:24.140',10.235
'0:24.150',10.235
'0:24.160',10.235
'0:24.170',10.235
'0:24.180',10.235
'0:24.190',10.235
'0:24.200',10.235
'0:24.210',10.235
'0:24.220',10.235
'0:24.230',10.235
'0:24.240',10.235
'0:24.250',10.235
'0:24.260',10.235
'0:24.270',10.235
'0:24.280',10.235
'0:24.290',10.235
'0:24.300',10.235
'0:24.310',10.235
'0:24.320',10.235
'0:24.330',10.235
'0:24.340',10.235
'0:24.350',10.235
'0:24.360',10.235
'0:24.370',10.235
'0:24.380',10.235
'0:24.390',10.235
'0:24.400',10.235
'0:24.410',10.235
'0:24.420',10.235
'0:24.430',10.235
'0:24.440',10.235
'0:24.450',10.235
'0:24.460',10.235
'0:24.470',10.235
'0:24.480',10.235
'0:24.490',10.235
'0:24.500',10.235
'0:24.510',10.235
'0:24.520',10.235
'0:24.530',10.235
'0:24.540',10.235
'0:24.550',10.235
'0:24.560',10.235
'0:24.570',10.235
'0:24.580',10.235
'0:24.590',10.235
'0:24.600',10.235
'0:24.610',10.235
'0:24.620',10.235
'0:24.630',10.235
'0:24.640',10.235
'0:24.650',10.235
'0:24.660',10.235
'0:24.670',10.235
'0:24.680',10.235
'0:24.690',10.235
'0:24.700',10.235
'0:24.710',10.235
'0:24.720',10.235
'0:24.730',10.235
'0:24.740',10.235
'0:24.750',10.235
'0:24.760',10.235
'0:24.770',10.235
'0:24.780',10.235
'0:24.790',10.235
'0:24.800',10.235
'0:24.810',10.235
'0:24.820',10.235
'0:24.830',10.235
'0:24.840',10.235
'0:24.850',10.235
'0:24.860',10.235
'0:24.870',10.235
'0:24.880',10.235
'0:24.890',10.235
'0:24.900',10.235
'0:24.910',10.235
'0:24.920',10.235
'0:24.930',10.235
'0:24.940',10.235
'0:24.950',10.235
'0:24.960',10.235
'0:24.970',10.235
'0:24.980',10.235
'0:24.990',10.235
'0:25.000',10.235
'0:25.010',10.235
'0:25.020',10.235
'0:25.030',10.235
'0:25.040',10.235
'0:25.050',10.235
'0:25.060',10.235
'0:25.070',10.235
'0:25.080',10.235
'0:25.090',10.235
'0:25.100',10.235
'0:25.110',10.235
'0:25.120',10.235
'0:25.130',10.235
'0:25.140',10.235
'0:25.150',10.235
'0:25.160',10.235
'0:25.170',10.235
'0:25.180',10.235
'0:25.190',10.235
'0:25.200',10.235
'0:25.210',10.235
'0:25.220',10.235
'0:25.230',10.235
'0:25.240',10.235
'0:25.250',10.235
'0:25.260',10.235
'0:25.270',10.235
'0:25.280',10.235
'0:25.290',10.235
'0:25.300',10.235
'0:25.310',10.235
'0:25.320',10.235
'0:25.330',10.235
'0:25.340',10.235
'0:25.350',10.235
'0:25.360',10.235
'0:25.370',10.235
'0:25.380',10.235
'0:25.390',10.235
'0:25.400',10.235
'0:25.410',10.235
'0:25.420',10.235
'0:25.430',10.235
'0:25.440',10.235
'0:25.450',10.235
'0:25.460',10.235
'0:25.470',10.235
'0:25.480',10.235
'0:25.490',10.235
'0:25.500',10.235
'0:25.510',10.235
'0:25.520',10.235
'0:25.530',10.235
'0:25.540',10.235
'0:25.550',10.235
'0:25.560',10.235
'0:25.570',10.235
'0:25.580',10.235
'0:25.590',10.235
'0:25.600',10.235
'0:25.610',10.235
'0:25.620',10.235
'0:25.630',10.235
'0:25.640',10.235
'0:25.650',10.235
'0:25.660',10.235
'0:25.670',10.235
'0:25.680',10.235
'0:25.690',10.235
'0:25.700',10.235
'0:25.710',10.235
'0:25.720',10.235
'0:25.730',10.235
'0:25.740',10.235
'0:25.750',10.235
'0:25.760',10.235
'0:25.770',10.235
'0:25.780',10.235
'0:25.790',10.235
'0:25.800',10.235
'0:25.810',10.235
'0:25.820',10.235
'0:25.830',10.235
'0:25.840',10.235
'0:25.850',10.235
'0:25.860',10.235
'0:25.870',10.235
'0:25.880',10.235
'0:25.890',10.235
'0:25.900',10.235
'0:25.910',10.235
'0:25.920',10.235
'0:25.930',10.235
'0:25.940',10.235
'0:25.950',10.235
'0:25.960',10.235
'0:25.970',10.235
'0:25.980',10.235
'0:25.990',10.235
'0:26.000',10.235
'0:26.010',10.235
'0:26.020',10.235
'0:26.030',10.235
'0:26.040',10.235
'0:26.050',10.235
'0:26.060',10.235
'0:26.070',10.235
'0:26.080',10.235
'0:26.090',10.235
'0:26.100',10.235
'0:26.110',10.235
'0:26.120',10.235
'0:26.130',10.235
'0:26.140',10.235
'0:26.150',10.235
'0:26.160',10.235
'0:26.170',10.235
'0:26.180',10.235
'0:26.190',10.235
'0:26.200',10.235
'0:26.210',10.235
'0:26.220',10.235
'0:26.230',10.235
'0:26.240',10.235
'0:26.250',10.235
'0:26.260',10.235
'0:26.270',10.235
'0:26.280',10.235
'0:26.290',10.235
'0:26.300',10.235
'0:26.310',10.235
'0:26.320',10.235
'0:26.330',10.235
'0:26.340',10.235
'0:26.350',10.235
'0:26.360',10.235
'0:26.370',10.235
'0:26.380',10.235
'0:26.390',10.235
'0:26.400',10.235
'0:26.410',10.235
'0:26.420',10.235
'0:26.430',10.235
'0:26.440',10.235
'0:26.450',10.235
'0:26.460',10.235
'0:26.470',10.235
'0:26.480',10.235
'0:26.490',10.235
'0:26.500',10.235
'0:26.510',10.235
'0:26.520',10.235
'0:26.530',10.235
'0:26.540',10.235
'0:26.550',10.235
'0:26.560',10.235
'0:26.570',10.235
'0:26.580',10.235
'0:26.590',10.235
'0:26.600',10.235
'0:26.610',10.235
'0:26.620',10.235
'0:26.630',10.235
'0:26.640',10.235
'0:26.650',10.235
'0:26.660',10.235
'0:26.670',10.235
'0:26.680',10.235
'0:26.690',10.235
'0:26.700',10.235
'0:26.710',10.235
'0:26.720',10.235
'0:26.730',10.235
'0:26.740',10.235
'0:26.750',10.235
'0:26.760',10.235
'0:26.770',10.235
'0:26.780',10.235
'0:26.790',10.235
'0:26.800',10.235
'0:26.810',10.235
'0:26.820',10.235
'0:26.830',10.235
'0:26.840',10.235
'0:26.850',10.235
'0:26.860',10.235
'0:26.870',10.235
'0:26.880',10.235
'0:26.890',10.235
'0:26.900',10.235
'0:26.910',10.235
'0:26.920',10.235
'0:26.930',10.235
'0:26.940',10.235
'0:26.950',10.235
'0:26.960',10.235
'0:26.970',10.235
'0:26.980',10.235
'0:26.990',10.235
'0:27.000',10.235
'0:27.010',10.235
'0:27.020',10.235
'0:27.030',10.235
'0:27.040',10.235
'0:27.050',10.235
'0:27.060',10.235
'0:27.070',10.235
'0:27.080',10.235
'0:27.090',10.235
'0:27.100',10.235
'0:27.110',10.235
'0:27.120',10.235
'0:27.130',10.235
'0:27.140',10.235
'0:27.150',10.235
'0:27.160',10.235
'0:27.170',10.235
'0:27.180',10.235
'0:27.190',10.235
'0:27.200',10.235
'0:27.210',10.235
'0:27.220',10.235
'0:27.230',10.235
'0:27.240',10.235
'0:27.250',10.235
'0:27.260',10.235
'0:27.270',10.235
'0:27.280',10.235
'0:27.290',10.235
'0:27.300',10.235
'0:27.310',10.235
'0:27.320',10.235
'0:27.330',10.235
'0:27.340',10.235
'0:27.350',10.235
'0:27.360',10.235
'0:27.370',10.235
'0:27.380',10.235
'0:27.390',10.235
'0:27.400',10.235
'0:27.410',10.235
'0:27.420',10.235
'0:27.430',10.235
'0:27.440',10.235
'0:27.450',10.235
'0:27.460',10.235
'0:27.470',10.235
'0:27.480',10.235
'0:27.490',10.235
'0:27.500',10.235
'0:27.510',10.235
'0:27.520',10.235
'0:27.530',10.235
'0:27.540',10.235
'0:27.550',10.235
'0:27.560',10.235
'0:27.570',10.235
'0:27.580',10.235
'0:27.590',10.235
'0:27.600',10.235
'0:27.610',10.235
'0:27.620',10.235
'0:27.630',10.235
'0:27.640',10.235
'0:27.650',10.235
'0:27.660',10.235
'0:27.670',10.235
'0:27.680',10.235
'0:27.690',10.235
'0:27.700',10.235
'0:27.710',10.235
'0:27.720',10.235
'0:27.730',10.235
'0:27.740',10.235
'0:27.750',10.235
'0:27.760',10.235
'0:27.770',10.235
'0:27.780',10.235
'0:27.790',10.235
'0:27.800',10.235
'0:27.810',10.235
'0:27.820',10.235
'0:27.830',10.235
'0:27.840',10.235
'0:27.850',10.235
'0:27.860',10.235
'0:27.870',10.235
'0:27.880',10.235
'0:27.890',10.235
'0:27.900',10.235
'0:27.910',10.235
'0:27.920',10.235
'0:27.930',10.235
'0:27.940',10.235
'0:27.950',10.235
'0:27.960',10.235
'0:27.970',10.235
'0:27.980',10.235
'0:27.990',10.235
'0:28.000',10.235
'0:28.010',10.235
'0:28.020',10.235
'0:28.030',10.235
'0:28.040',10.235
'0:28.050',10.235
'0:28.060',10.235
'0:28.070',10.235
'0:28.080',10.235
'0:28.090',10.235
'0:28.100',10.235
'0:28.110',10.235
'0:28.120',10.235
'0:28.130',6.550
'0:28.140',0.605
'0:28.150',2.910
'0:28.160',-0.990
'0:28.170',7.210
'0:28.180',10.235
'0:28.190',10.235
'0:28.200',10.235
'0:28.210',10.235
'0:28.220',10.235
'0:28.230',10.235
'0:28.240',10.235
'0:28.250',7.035
'0:28.260',1.055
'0:28.270',3.715
'0:28.280',-0.650
'0:28.290',4.235
'0:28.300',-2.705
'0:28.310',3.415
'0:28.320',4.850
'0:28.330',10.235
'0:28.340',10.235
'0:28.350',10.235
'0:28.360',10.235
'0:28.370',10.235
'0:28.380',10.235
'0:28.390',10.235
'0:28.400',10.235
'0:28.410',10.235
'0:28.420',10.235
'0:28.430',10.235
'0:28.440',10.235
'0:28.450',8.830
'0:28.460',-1.995
'0:28.470',-10.240
'0:28.480',-10.240
'0:28.490',-10.240
'0:28.500',-10.240
'0:28.510',-10.240
'0:28.520',-10.240
'0:28.530',-2.580
'0:28.540',10.235
'0:28.550',10.235
'0:28.560',10.235
'0:28.570',10.235
'0:28.580',10.235
'0:28.590',10.235
'0:28.600',10.235
'0:28.610',10.235
'0:28.620',10.235
'0:28.630',10.235
'0:28.640',10.235
'0:28.650',10.235
'0:28.660',10.235
'0:28.670',10.235
'0:28.680',10.235
'0:28.690',10.235
'0:28.700',10.235
'0:28.710',10.235
'0:28.720',10.235
'0:28.730',10.235
'0:28.740',10.235
'0:28.750',10.235
'0:28.760',10.235
'0:28.770',10.235
'0:28.780',10.235
'0:28.790',10.235
'0:28.800',10.235
'0:28.810',10.235
'0:28.820',10.235
'0:28.830',10.235
'0:28.840',10.235
'0:28.850',10.235
'0:28.860',10.235
'0:28.870',10.235
'0:28.880',10.235
'0:28.890',10.235
'0:28.900',10.235
'0:28.910',10.235
'0:28.920',10.235
'0:28.930',10.235
'0:28.940',10.235
'0:28.950',10.235
'0:28.960',10.235
'0:28.970',10.235
'0:28.980',10.235
'0:28.990',10.235
'0:29.000',10.235
'0:29.010',10.235
'0:29.020',10.235
'0:29.030',10.235
'0:29.040',10.235
'0:29.050',10.235
'0:29.060',10.235
'0:29.070',10.235
'0:29.080',10.235
'0:29.090',10.235
'0:29.100',10.235
'0:29.110',10.235
'0:29.120',10.235
'0:29.130',10.235
'0:29.140',10.235
'0:29.150',-6.900
'0:29.160',-10.240
'0:29.170',-10.240
'0:29.180',-10.240
'0:29.190',-10.240
'0:29.200',-10.240
'0:29.210',-10.240
'0:29.220',-10.240
'0:29.230',-10.240
'0:29.240',-10.240
'0:29.250',-10.240
'0:29.260',-10.240
'0:29.270',-10.240
'0:29.280',-10.240
'0:29.290',-10.240
'0:29.300',-10.240
'0:29.310',-10.240
'0:29.320',-10.240
'0:29.330',-10.240
'0:29.340',-10.240
'0:29.350',-10.240
'0:29.360',-10.240
'0:29.370',-4.485
'0:29.380',2.435
'0:29.390',-10.240
'0:29.400',-10.240
'0:29.410',-10.240
'0:29.420',-10.240
'0:29.430',-10.240
'0:29.440',-7.515
'0:29.450',-10.240
'0:29.460',-10.240
'0:29.470',-10.240
'0:29.480',-10.240
'0:29.490',-10.240
'0:29.500',-10.240
'0:29.510',-10.240
'0:29.520',-10.240
'0:29.530',-10.240
'0:29.540',-10.240
'0:29.550',-10.240
'0:29.560',-10.240
'0:29.570',-10.240
'0:29.580',-10.240
'0:29.590',-10.240
'0:29.600',-10.240
'0:29.610',-10.240
'0:29.620',-10.240
'0:29.630',-10.240
'0:29.640',-10.240
'0:29.650',-10.240
'0:29.660',-10.240
'0:29.670',-10.240
'0:29.680',-10.240
'0:29.690',-10.240
'0:29.700',-10.240
'0:29.710',-10.240
'0:29.720',-10.240
'0:29.730',-10.240
'0:29.740',-10.240
'0:29.750',-10.240
'0:29.760',-10.240
'0:29.770',-10.240
'0:29.780',-10.240
'0:29.790',-10.240
'0:29.800',-10.240
'0:29.810',-10.240
'0:29.820',-10.240
'0:29.830',-10.240
'0:29.840',-10.240
'0:29.850',-10.240
'0:29.860',-10.240
'0:29.870',-10.240
'0:29.880',-10.240
'0:29.890',-10.240
'0:29.900',-10.240
'0:29.910',-10.240
'0:29.920',-10.240
'0:29.930',-10.240
'0:29.940',-10.240
'0:29.950',-10.240
'0:29.960',-10.240
'0:29.970',-10.240
'0:29.980',-10.240
'0:29.990',-10.240
'0:30.000',-10.240
'0:30.010',-10.240
'0:30.020',-10.240
'0:30.030',-10.240
'0:30.040',-10.240
'0:30.050',-10.240
'0:30.060',-10.240
'0:30.070',-10.240
'0:30.080',-10.240
'0:30.090',-10.240
'0:30.100',-10.240
'0:30.110',-10.240
'0:30.120',-10.240
'0:30.130',-10.240
'0:30.140',-10.240
'0:30.150',-10.240
'0:30.160',-10.240
'0:30.170',-10.240
'0:30.180',-10.240
'0:30.190',-10.240
'0:30.200',-10.240
'0:30.210',-10.240
'0:30.220',-10.240
'0:30.230',-10.240
'0:30.240',-10.240
'0:30.250',-10.240
'0:30.260',-10.240
'0:30.270',-10.240
'0:30.280',-10.240
'0:30.290',-10.240
'0:30.300',-10.240
'0:30.310',-10.240
'0:30.320',-10.240
'0:30.330',-10.240
'0:30.340',-10.240
'0:30.350',-10.240
'0:30.360',-10.240
'0:30.370',-10.240
'0:30.380',-10.240
'0:30.390',-10.240
'0:30.400',-10.240
'0:30.410',-10.240
'0:30.420',-10.240
'0:30.430',-10.240
'0:30.440',-10.240
'0:30.450',-10.240
'0:30.460',-10.240
'0:30.470',-10.240
'0:30.480',-10.240
'0:30.490',-10.240
'0:30.500',-10.240
'0:30.510',-10.240
'0:30.520',-10.240
'0:30.530',-10.240
'0:30.540',-10.240
'0:30.550',-10.240
'0:30.560',-10.240
'0:30.570',-10.240
'0:30.580',-10.240
'0:30.590',-10.240
'0:30.600',-10.240
'0:30.610',-10.240
'0:30.620',-10.240
'0:30.630',-10.240
'0:30.640',-10.240
'0:30.650',-10.240
'0:30.660',-10.240
'0:30.670',-10.240
'0:30.680',-10.240
'0:30.690',-10.240
'0:30.700',-10.240
'0:30.710',-10.240
'0:30.720',-10.240
'0:30.730',-10.240
'0:30.740',-10.240
'0:30.750',-10.240
'0:30.760',-10.240
'0:30.770',-10.240
'0:30.780',-10.240
'0:30.790',-10.240
'0:30.800',-10.240
'0:30.810',-10.240
'0:30.820',-10.240
'0:30.830',-10.240
'0:30.840',-10.240
'0:30.850',-10.240
'0:30.860',-10.240
'0:30.870',-10.240
'0:30.880',-10.240
'0:30.890',-10.240
'0:30.900',-10.240
'0:30.910',-10.240
'0:30.920',-10.240
'0:30.930',-10.240
'0:30.940',-10.240
'0:30.950',-10.240
'0:30.960',-10.240
'0:30.970',-10.240
'0:30.980',-10.240
'0:30.990',-10.240
'0:31.000',-10.240
'0:31.010',-10.240
'0:31.020',-10.240
'0:31.030',-10.240
'0:31.040',-10.240
'0:31.050',-10.240
'0:31.060',-10.240
'0:31.070',-10.240
'0:31.080',-10.240
'0:31.090',-10.240
'0:31.100',-10.240
'0:31.110',-10.240
'0:31.120',-10.240
'0:31.130',-10.240
'0:31.140',-10.240
'0:31.150',-10.240
'0:31.160',-10.240
'0:31.170',-10.240
'0:31.180',-10.240
'0:31.190',-10.240
'0:31.200',-10.240
'0:31.210',-10.240
'0:31.220',-10.240
'0:31.230',-10.240
'0:31.240',-10.240
'0:31.250',-10.240
'0:31.260',-10.240
'0:31.270',-10.240
'0:31.280',-10.240
'0:31.290',-10.240
'0:31.300',-10.240
'0:31.310',-10.240
'0:31.320',-10.240
'0:31.330',-10.240
'0:31.340',-10.240
'0:31.350',-10.240
'0:31.360',-10.240
'0:31.370',-10.240
'0:31.380',-10.240
'0:31.390',-10.240
'0:31.400',-10.240
'0:31.410',-10.240
'0:31.420',-10.240
'0:31.430',-10.240
'0:31.440',-10.240
'0:31.450',-10.240
'0:31.460',-10.240
'0:31.470',-10.240
'0:31.480',-10.240
'0:31.490',-10.240
'0:31.500',-10.240
'0:31.510',-10.240
'0:31.520',-10.240
'0:31.530',-10.240
'0:31.540',-10.240
'0:31.550',-10.240
'0:31.560',-10.240
'0:31.570',-10.240
'0:31.580',-10.240
'0:31.590',-10.240
'0:31.600',-10.240
'0:31.610',-10.240
'0:31.620',-10.240
'0:31.630',-10.240
'0:31.640',-10.240
'0:31.650',-10.240
'0:31.660',-10.240
'0:31.670',-10.240
'0:31.680',-10.240
'0:31.690',-10.240
'0:31.700',-10.240
'0:31.710',-10.240
'0:31.720',-10.240
'0:31.730',-10.240
'0:31.740',-10.240
'0:31.750',-10.240
'0:31.760',-10.240
'0:31.770',-10.240
'0:31.780',-10.240
'0:31.790',-10.240
'0:31.800',-10.240
'0:31.810',-10.240
'0:31.820',-10.240
'0:31.830',-10.240
'0:31.840',-10.240
'0:31.850',-10.240
'0:31.860',-10.240
'0:31.870',-10.240
'0:31.880',-10.240
'0:31.890',-10.240
'0:31.900',-10.240
'0:31.910',-10.240
'0:31.920',-10.240
'0:31.930',-10.240
'0:31.940',-10.240
'0:31.950',-10.240
'0:31.960',-10.240
'0:31.970',-10.240
'0:31.980',-10.240
'0:31.990',-10.240
'0:32.000',-10.240
'0:32.010',-10.240
'0:32.020',-10.240
'0:32.030',-10.240
'0:32.040',-10.240
'0:32.050',-10.240
'0:32.060',-10.240
'0:32.070',-10.240
'0:32.080',-10.240
'0:32.090',-10.240
'0:32.100',-10.240
'0:32.110',-10.240
'0:32.120',-10.240
'0:32.130',-10.240
'0:32.140',-10.240
'0:32.150',-10.240
'0:32.160',-10.240
'0:32.170',-10.240
'0:32.180',-10.240
'0:32.190',-10.240
'0:32.200',-10.240
'0:32.210',-10.240
'0:32.220',-10.240
'0:32.230',-10.240
'0:32.240',-10.240
'0:32.250',-10.240
'0:32.260',-10.240
'0:32.270',-10.240
'0:32.280',-10.240
'0:32.290',-10.240
'0:32.300',-10.240
'0:32.310',-10.240
'0:32.320',-10.240
'0:32.330',-10.240
'0:32.340',-10.240
'0:32.350',-10.240
'0:32.360',-10.240
'0:32.370',-10.240
'0:32.380',-10.240
'0:32.390',-10.240
'0:32.400',-10.240
'0:32.410',-10.240
'0:32.420',-10.240
'0:32.430',-9.680
'0:32.440',-8.270
'0:32.450',-10.240
'0:32.460',-10.240
'0:32.470',-10.240
'0:32.480',-10.240
'0:32.490',-10.240
'0:32.500',-10.240
'0:32.510',-10.240
'0:32.520',-10.240
'0:32.530',-10.240
'0:32.540',-10.240
'0:32.550',-10.240
'0:32.560',-10.240
'0:32.570',-10.240
'0:32.580',-10.240
'0:32.590',-10.240
'0:32.600',-10.240
'0:32.610',-10.240
'0:32.620',-10.240
'0:32.630',-10.240
'0:32.640',-10.240
'0:32.650',-10.240
'0:32.660',-10.240
'0:32.670',-10.240
'0:32.680',-10.240
'0:32.690',-10.240
'0:32.700',-10.240
'0:32.710',-10.240
'0:32.720',-10.240
'0:32.730',-10.240
'0:32.740',-10.240
'0:32.750',-10.240
'0:32.760',-10.240
'0:32.770',-10.240
'0:32.780',-10.240
'0:32.790',-10.240
'0:32.800',-10.240
'0:32.810',-10.240
'0:32.820',-10.240
'0:32.830',-10.240
'0:32.840',-10.240
'0:32.850',-10.240
'0:32.860',-10.240
'0:32.870',-10.240
'0:32.880',-10.240
'0:32.890',-10.240
'0:32.900',-10.240
'0:32.910',-10.240
'0:32.920',-10.240
'0:32.930',-10.240
'0:32.940',-10.240
'0:32.950',-10.240
'0:32.960',-10.240
'0:32.970',-10.240
'0:32.980',-10.240
'0:32.990',-10.240
'0:33.000',-10.240
'0:33.010',-10.240
'0:33.020',-10.240
'0:33.030',-10.240
'0:33.040',-10.240
'0:33.050',-10.240
'0:33.060',-10.240
'0:33.070',-10.240
'0:33.080',-10.240
'0:33.090',-10.240
'0:33.100',-10.240
'0:33.110',-10.240
'0:33.120',-10.240
'0:33.130',-10.240
'0:33.140',-10.240
'0:33.150',-10.240
'0:33.160',-10.240
'0:33.170',-10.240
'0:33.180',-10.240
'0:33.190',-10.180
'0:33.200',-10.160
'0:33.210',-10.175
'0:33.220',-9.995
'0:33.230',-10.240
'0:33.240',-10.240
'0:33.250',-10.240
'0:33.260',-10.240
'0:33.270',-10.240
'0:33.280',-10.240
'0:33.290',-10.240
'0:33.300',-9.990
'0:33.310',-8.240
'0:33.320',-5.715
'0:33.330',-7.135
'0:33.340',-10.240
'0:33.350',-10.240
'0:33.360',-10.240
'0:33.370',-10.240
'0:33.380',-10.190
'0:33.390',-10.010
'0:33.400',-9.820
'0:33.410',-9.840
'0:33.420',-9.840
'0:33.430',-9.745
'0:33.440',-9.615
'0:33.450',-9.565
'0:33.460',-9.185
'0:33.470',-9.070
'0:33.480',-9.530
'0:33.490',-9.795
'0:33.500',-9.655
'0:33.510',-9.425
'0:33.520',-9.275
'0:33.530',-9.185
'0:33.540',-9.110
'0:33.550',-9.055
'0:33.560',-8.875
'0:33.570',-8.705
'0:33.580',-8.720
'0:33.590',-8.655
'0:33.600',-8.540
'0:33.610',-8.660
'0:33.620',-8.655
'0:33.630',-8.500
'0:33.640',-8.840
'0:33.650',-9.125
'0:33.660',-8.960
'0:33.670',-8.980
'0:33.680',-8.995
'0:33.690',-9.015
'0:33.700',-9.020
'0:33.710',-9.060
'0:33.720',-9.035
'0:33.730',-9.050
'0:33.740',-9.025
'0:33.750',-9.000
'0:33.760',-9.055
'0:33.770',-9.020
'0:33.780',-8.905
'0:33.790',-8.875
'0:33.800',-8.800
'0:33.810',-8.780
'0:33.820',-8.675
'0:33.830',-8.700
'0:33.840',-8.720
'0:33.850',-8.660
'0:33.860',-8.560
'0:33.870',-8.520
'0:33.880',-8.435
'0:33.890',-8.460
'0:33.900',-8.380
'0:33.910',-8.335
'0:33.920',-8.300
'0:33.930',-8.290
'0:33.940',-8.305
'0:33.950',-8.360
'0:33.960',-8.315
'0:33.970',-8.345
'0:33.980',-8.290
'0:33.990',-8.080
'0:34.000',-8.055
'0:34.010',-8.270
'0:34.020',-8.165
'0:34.030',-8.180
'0:34.040',-8.215
'0:34.050',-8.140
'0:34.060',-8.020
'0:34.070',-7.970
'0:34.080',-7.870
'0:34.090',-7.855
'0:34.100',-7.780
'0:34.110',-7.835
'0:34.120',-7.835
'0:34.130',-7.800
'0:34.140',-7.760
'0:34.150',-7.830
'0:34.160',-7.815
'0:34.170',-7.905
'0:34.180',-7.920
'0:34.190',-7.925
'0:34.200',-7.825
'0:34.210',-7.845
'0:34.220',-7.815
'0:34.230',-7.805
'0:34.240',-7.745
'0:34.250',-7.365
'0:34.260',-5.300
'0:34.270',-3.315
'0:34.280',-5.010
'0:34.290',-8.300
'0:34.300',-9.580
'0:34.310',-9.100
'0:34.320',-8.145
'0:34.330',-7.840
'0:34.340',-7.660
'0:34.350',-7.475
'0:34.360',-7.435
'0:34.370',-7.465
'0:34.380',-7.410
'0:34.390',-7.365
'0:34.400',-7.260
'0:34.410',-7.275
'0:34.420',-7.240
'0:34.430',-7.175
'0:34.440',-6.960
'0:34.450',-7.070
'0:34.460',-7.195
'0:34.470',-7.150
'0:34.480',-7.020
'0:34.490',-6.960
'0:34.500',-6.840
'0:34.510',-6.845
'0:34.520',-6.730
'0:34.530',-6.605
'0:34.540',-6.515
'0:34.550',-6.520
'0:34.560',-6.440
'0:34.570',-6.475
'0:34.580',-6.500
'0:34.590',-6.680
'0:34.600',-6.715
'0:34.610',-6.800
'0:34.620',-6.780
'0:34.630',-6.850
'0:34.640',-6.895
'0:34.650',-6.935
'0:34.660',-6.925
'0:34.670',-6.950
'0:34.680',-6.890
'0:34.690',-6.930
'0:34.700',-6.935
'0:34.710',-6.955
'0:34.720',-6.875
'0:34.730',-6.935
'0:34.740',-6.860
'0:34.750',-6.790
'0:34.760',-6.785
'0:34.770',-6.815
'0:34.780',-6.790
'0:34.790',-6.875
'0:34.800',-6.700
'0:34.810',-6.715
'0:34.820',-6.675
'0:34.830',-6.655
'0:34.840',-6.585
'0:34.850',-6.600
'0:34.860',-6.555
'0:34.870',-6.435
'0:34.880',-6.415
'0:34.890',-6.640
'0:34.900',-6.640
'0:34.910',-6.555
'0:34.920',-6.500
'0:34.930',-6.525
'0:34.940',-6.415
'0:34.950',-6.440
'0:34.960',-6.390
'0:34.970',-6.425
'0:34.980',-6.375
'0:34.990',-6.280
'0:35.000',-6.175
'0:35.010',-6.165
'0:35.020',-6.105
'0:35.030',-6.200
'0:35.040',-6.155
'0:35.050',-6.120
'0:35.060',-6.110
'0:35.070',-6.155
'0:35.080',-6.105
'0:35.090',-6.235
'0:35.100',-6.230
'0:35.110',-6.250
'0:35.120',-6.205
'0:35.130',-6.210
'0:35.140',-6.115
'0:35.150',-6.155
'0:35.160',-6.135
'0:35.170',-6.090
'0:35.180',-5.655
'0:35.190',-3.715
'0:35.200',-1.810
'0:35.210',-3.875
'0:35.220',-7.110
'0:35.230',-8.210
'0:35.240',-7.660
'0:35.250',-6.795
'0:35.260',-6.255
'0:35.270',-6.060
'0:35.280',-5.910
'0:35.290',-5.855
'0:35.300',-5.765
'0:35.310',-5.830
'0:35.320',-5.735
'0:35.330',-5.680
'0:35.340',-5.675
'0:35.350',-5.695
'0:35.360',-5.590
'0:35.370',-5.625
'0:35.380',-5.550
'0:35.390',-5.550
'0:35.400',-5.450
'0:35.410',-5.445
'0:35.420',-5.380
'0:35.430',-5.270
'0:35.440',-5.135
'0:35.450',-5.160
'0:35.460',-5.035
'0:35.470',-4.905
'0:35.480',-4.880
'0:35.490',-5.015
'0:35.500',-5.035
'0:35.510',-5.160
'0:35.520',-5.190
'0:35.530',-5.270
'0:35.540',-5.330
'0:35.550',-5.415
'0:35.560',-5.380
'0:35.570',-5.480
'0:35.580',-5.440
'0:35.590',-5.495
'0:35.600',-5.375
'0:35.610',-5.405
'0:35.620',-5.535
'0:35.630',-5.635
'0:35.640',-5.595
'0:35.650',-5.595
'0:35.660',-5.490
'0:35.670',-5.530
'0:35.680',-5.500
'0:35.690',-5.475
'0:35.700',-5.400
'0:35.710',-5.445
'0:35.720',-5.315
'0:35.730',-5.265
'0:35.740',-5.275
'0:35.750',-5.325
'0:35.760',-5.220
'0:35.770',-5.270
'0:35.780',-5.215
'0:35.790',-5.195
'0:35.800',-5.155
'0:35.810',-5.205
'0:35.820',-5.140
'0:35.830',-5.130
'0:35.840',-5.090
'0:35.850',-5.115
'0:35.860',-5.070
'0:35.870',-5.145
'0:35.880',-5.125
'0:35.890',-5.070
'0:35.900',-4.950
'0:35.910',-4.955
'0:35.920',-4.845
'0:35.930',-4.825
'0:35.940',-4.795
'0:35.950',-4.835
'0:35.960',-4.760
'0:35.970',-4.770
'0:35.980',-4.830
'0:35.990',-5.005
'0:36.000',-4.895
'0:36.010',-4.955
'0:36.020',-4.955
'0:36.030',-4.950
'0:36.040',-4.905
'0:36.050',-4.955
'0:36.060',-4.835
'0:36.070',-4.850
'0:36.080',-4.835
'0:36.090',-4.400
'0:36.100',-2.380
'0:36.110',-0.840
'0:36.120',-2.930
'0:36.130',-6.090
