'Elapsed time','ECG','Resp C','Resp A','Resp N','SpO2'
'0:28.840',-0.075,-0.067,-0.423,0.388,97.000
'0:28.850',-0.105,-0.067,-0.425,0.390,97.000
'0:28.860',-0.105,-0.067,-0.426,0.392,97.000
'0:28.870',-0.105,-0.066,-0.428,0.393,97.000
'0:28.880',-0.110,-0.066,-0.429,0.395,97.000
'0:28.890',-0.100,-0.065,-0.431,0.396,97.000
'0:28.900',-0.095,-0.065,-0.433,0.398,97.000
'0:28.910',-0.070,-0.065,-0.433,0.399,97.000
'0:28.920',-0.070,-0.065,-0.434,0.400,97.000
'0:28.930',-0.065,-0.066,-0.435,0.402,97.000
'0:28.940',-0.050,-0.066,-0.436,0.403,97.000
'0:28.950',-0.030,-0.066,-0.436,0.405,97.000
'0:28.960',-0.015,-0.067,-0.437,0.406,97.000
'0:28.970',0.005,-0.068,-0.437,0.407,97.000
'0:28.980',0.010,-0.069,-0.437,0.408,97.000
'0:28.990',0.055,-0.070,-0.437,0.409,97.000
'0:29.000',0.070,-0.071,-0.438,0.410,97.000
'0:29.010',0.125,-0.072,-0.438,0.411,97.000
'0:29.020',0.150,-0.073,-0.438,0.412,97.000
'0:29.030',0.180,-0.074,-0.439,0.413,97.000
'0:29.040',0.210,-0.075,-0.439,0.414,97.000
'0:29.050',0.235,-0.076,-0.439,0.415,97.000
'0:29.060',0.265,-0.075,-0.440,0.416,97.000
'0:29.070',0.290,-0.075,-0.440,0.417,97.000
'0:29.080',0.280,-0.075,-0.441,0.418,97.000
'0:29.090',0.265,-0.075,-0.441,0.419,97.000
'0:29.100',0.215,-0.075,-0.442,0.420,97.000
'0:29.110',0.145,-0.076,-0.442,0.420,97.000
'0:29.120',0.090,-0.076,-0.442,0.421,97.000
'0:29.130',0.030,-0.077,-0.442,0.422,97.000
'0:29.140',-0.005,-0.078,-0.443,0.422,97.000
'0:29.150',-0.035,-0.078,-0.443,0.423,97.000
'0:29.160',-0.040,-0.078,-0.442,0.423,97.000
'0:29.170',-0.030,-0.077,-0.441,0.424,97.000
'0:29.180',-0.035,-0.077,-0.440,0.424,97.000
'0:29.190',-0.040,-0.077,-0.438,0.425,97.000
'0:29.200',-0.025,-0.076,-0.437,0.425,97.000
'0:29.210',-0.035,-0.076,-0.436,0.423,97.000
'0:29.220',-0.025,-0.076,-0.434,0.422,97.000
'0:29.230',-0.010,-0.076,-0.433,0.421,97.000
'0:29.240',-0.020,-0.076,-0.431,0.419,97.000
'0:29.250',-0.025,-0.075,-0.429,0.418,97.000
'0:29.260',-0.010,-0.076,-0.427,0.413,97.000
'0:29.270',-0.040,-0.076,-0.425,0.407,97.000
'0:29.280',-0.025,-0.077,-0.423,0.402,97.000
'0:29.290',-0.030,-0.077,-0.422,0.397,97.000
'0:29.300',-0.040,-0.078,-0.420,0.392,97.000
'0:29.310',-0.050,-0.077,-0.418,0.382,97.000
'0:29.320',-0.045,-0.076,-0.417,0.373,97.000
'0:29.330',-0.055,-0.075,-0.416,0.363,97.000
'0:29.340',-0.065,-0.074,-0.414,0.354,97.000
'0:29.350',-0.040,-0.074,-0.413,0.344,97.000
'0:29.360',0.040,-0.073,-0.411,0.332,97.000
'0:29.370',0.045,-0.072,-0.408,0.320,97.000
'0:29.380',0.095,-0.071,-0.406,0.307,97.000
'0:29.390',0.075,-0.070,-0.404,0.295,97.000
'0:29.400',0.120,-0.069,-0.402,0.283,97.000
'0:29.410',0.105,-0.070,-0.398,0.269,97.000
'0:29.420',0.040,-0.072,-0.395,0.256,97.000
'0:29.430',0.000,-0.073,-0.392,0.242,97.000
'0:29.440',-0.020,-0.074,-0.388,0.229,97.000
'0:29.450',-0.105,-0.075,-0.385,0.216,97.000
'0:29.460',-0.080,-0.075,-0.383,0.203,97.000
'0:29.470',-0.100,-0.075,-0.381,0.189,97.000
'0:29.480',-0.085,-0.075,-0.378,0.176,97.000
'0:29.490',-0.120,-0.075,-0.376,0.163,97.000
'0:29.500',-0.095,-0.075,-0.374,0.150,97.000
'0:29.510',-0.120,-0.074,-0.371,0.137,97.000
'0:29.520',-0.045,-0.072,-0.369,0.125,97.000
'0:29.530',-0.030,-0.070,-0.366,0.113,97.000
'0:29.540',0.190,-0.068,-0.363,0.101,97.000
'0:29.550',0.440,-0.067,-0.361,0.089,97.000
'0:29.560',-0.375,-0.067,-0.355,0.078,97.000
'0:29.570',-0.315,-0.067,-0.349,0.067,97.000
'0:29.580',-0.200,-0.067,-0.343,0.056,97.000
'0:29.590',-0.110,-0.068,-0.337,0.045,97.000
'0:29.600',-0.095,-0.068,-0.331,0.034,97.000
'0:29.610',-0.105,-0.068,-0.323,0.024,97.000
'0:29.620',-0.090,-0.067,-0.315,0.014,97.000
'0:29.630',-0.105,-0.067,-0.307,0.004,97.000
'0:29.640',-0.075,-0.067,-0.298,-0.006,97.000
'0:29.650',-0.100,-0.067,-0.290,-0.016,97.000
'0:29.660',-0.085,-0.067,-0.281,-0.026,97.000
'0:29.670',-0.075,-0.067,-0.272,-0.035,97.000
'0:29.680',-0.040,-0.067,-0.263,-0.045,97.000
'0:29.690',-0.030,-0.066,-0.254,-0.055,97.000
'0:29.700',-0.040,-0.066,-0.245,-0.064,97.000
'0:29.710',-0.025,-0.067,-0.235,-0.073,97.000
'0:29.720',0.015,-0.068,-0.225,-0.082,97.000
'0:29.730',0.020,-0.068,-0.215,-0.091,97.000
'0:29.740',0.065,-0.069,-0.206,-0.101,97.000
'0:29.750',0.055,-0.070,-0.196,-0.110,97.000
'0:29.760',0.110,-0.070,-0.184,-0.118,97.000
'0:29.770',0.140,-0.070,-0.172,-0.127,97.000
'0:29.780',0.200,-0.070,-0.160,-0.135,97.000
'0:29.790',0.235,-0.070,-0.148,-0.144,97.000
'0:29.800',0.235,-0.071,-0.137,-0.152,97.000
'0:29.810',0.245,-0.070,-0.128,-0.161,97.000
'0:29.820',0.300,-0.070,-0.119,-0.169,97.000
'0:29.830',0.295,-0.069,-0.111,-0.177,97.000
'0:29.840',0.290,-0.068,-0.102,-0.185,97.000
'0:29.850',0.250,-0.068,-0.093,-0.193,97.000
'0:29.860',0.180,-0.067,-0.091,-0.200,97.000
'0:29.870',0.085,-0.066,-0.088,-0.208,97.000
'0:29.880',0.060,-0.065,-0.086,-0.215,97.000
'0:29.890',0.010,-0.064,-0.083,-0.222,97.000
'0:29.900',-0.015,-0.064,-0.081,-0.230,97.000
'0:29.910',-0.030,-0.063,-0.079,-0.237,97.000
'0:29.920',-0.040,-0.063,-0.076,-0.243,97.000
'0:29.930',-0.025,-0.063,-0.074,-0.250,97.000
'0:29.940',-0.025,-0.063,-0.071,-0.257,97.000
'0:29.950',-0.030,-0.062,-0.069,-0.264,97.000
'0:29.960',-0.040,-0.062,-0.066,-0.271,97.000
'0:29.970',-0.010,-0.061,-0.064,-0.277,97.000
'0:29.980',-0.015,-0.061,-0.061,-0.284,97.000
'0:29.990',-0.020,-0.060,-0.059,-0.291,97.000
'0:30.000',-0.030,-0.060,-0.056,-0.297,97.000
'0:30.010',-0.030,-0.059,-0.054,-0.303,97.000
'0:30.020',-0.050,-0.059,-0.051,-0.309,97.000
'0:30.030',-0.025,-0.058,-0.049,-0.315,97.000
'0:30.040',-0.030,-0.058,-0.047,-0.321,97.000
'0:30.050',-0.055,-0.058,-0.044,-0.327,97.000
'0:30.060',-0.065,-0.057,-0.042,-0.332,97.000
'0:30.070',-0.045,-0.057,-0.039,-0.338,97.000
'0:30.080',-0.065,-0.057,-0.037,-0.344,97.000
'0:30.090',-0.055,-0.056,-0.034,-0.349,97.000
'0:30.100',-0.050,-0.056,-0.032,-0.355,97.000
'0:30.110',-0.010,-0.057,-0.030,-0.360,97.000
'0:30.120',0.035,-0.059,-0.029,-0.365,97.000
'0:30.130',0.065,-0.060,-0.028,-0.371,97.000
'0:30.140',0.050,-0.061,-0.026,-0.376,97.000
'0:30.150',0.120,-0.062,-0.025,-0.382,97.000
'0:30.160',0.085,-0.061,-0.022,-0.386,97.000
'0:30.170',0.050,-0.060,-0.020,-0.391,97.000
'0:30.180',-0.020,-0.059,-0.017,-0.396,97.000
'0:30.190',-0.010,-0.058,-0.014,-0.400,97.000
'0:30.200',-0.080,-0.057,-0.012,-0.405,97.000
'0:30.210',-0.115,-0.055,-0.011,-0.409,97.000
'0:30.220',-0.135,-0.054,-0.010,-0.414,97.000
'0:30.230',-0.100,-0.053,-0.009,-0.418,97.000
'0:30.240',-0.140,-0.052,-0.009,-0.422,97.000
'0:30.250',-0.100,-0.050,-0.008,-0.427,97.000
'0:30.260',-0.130,-0.051,-0.009,-0.430,97.000
'0:30.270',-0.075,-0.053,-0.009,-0.433,97.000
'0:30.280',-0.055,-0.054,-0.010,-0.437,97.000
'0:30.290',0.205,-0.055,-0.011,-0.440,97.000
'0:30.300',0.560,-0.056,-0.011,-0.444,97.000
'0:30.310',-0.290,-0.055,-0.010,-0.447,97.000
'0:30.320',-0.345,-0.055,-0.008,-0.449,97.000
'0:30.330',-0.220,-0.054,-0.007,-0.452,97.000
'0:30.340',-0.130,-0.054,-0.005,-0.454,97.000
'0:30.350',-0.095,-0.053,-0.004,-0.457,97.000
'0:30.360',-0.105,-0.054,-0.005,-0.458,97.000
'0:30.370',-0.105,-0.055,-0.007,-0.459,97.000
'0:30.380',-0.125,-0.056,-0.008,-0.460,97.000
'0:30.390',-0.085,-0.056,-0.009,-0.461,97.000
'0:30.400',-0.095,-0.057,-0.011,-0.462,97.000
'0:30.410',-0.070,-0.057,-0.013,-0.459,97.000
'0:30.420',-0.075,-0.058,-0.015,-0.457,97.000
'0:30.430',-0.055,-0.058,-0.017,-0.454,97.000
'0:30.440',-0.045,-0.059,-0.019,-0.452,97.000
'0:30.450',-0.025,-0.059,-0.021,-0.449,97.000
'0:30.460',-0.035,-0.059,-0.022,-0.443,97.000
'0:30.470',0.005,-0.058,-0.024,-0.437,97.000
'0:30.480',0.000,-0.058,-0.025,-0.430,97.000
'0:30.490',0.045,-0.058,-0.027,-0.424,97.000
'0:30.500',0.055,-0.057,-0.029,-0.418,97.000
'0:30.510',0.085,-0.058,-0.031,-0.409,97.000
'0:30.520',0.130,-0.059,-0.034,-0.400,97.000
'0:30.530',0.160,-0.060,-0.036,-0.391,97.000
'0:30.540',0.205,-0.060,-0.039,-0.383,97.000
'0:30.550',0.240,-0.061,-0.041,-0.374,97.000
'0:30.560',0.245,-0.061,-0.042,-0.364,97.000
'0:30.570',0.265,-0.061,-0.044,-0.354,97.000
'0:30.580',0.280,-0.060,-0.045,-0.343,97.000
'0:30.590',0.280,-0.060,-0.046,-0.333,97.000
'0:30.600',0.245,-0.060,-0.048,-0.323,97.000
'0:30.610',0.190,-0.060,-0.050,-0.312,97.000
'0:30.620',0.120,-0.059,-0.051,-0.301,97.000
'0:30.630',0.065,-0.059,-0.053,-0.289,97.000
'0:30.640',0.005,-0.059,-0.055,-0.278,97.000
'0:30.650',0.000,-0.058,-0.057,-0.267,97.000
'0:30.660',-0.020,-0.059,-0.059,-0.255,97.000
'0:30.670',-0.040,-0.059,-0.061,-0.244,97.000
'0:30.680',-0.040,-0.059,-0.063,-0.232,97.000
'0:30.690',-0.010,-0.059,-0.065,-0.221,97.000
'0:30.700',-0.020,-0.059,-0.067,-0.209,97.000
'0:30.710',-0.020,-0.060,-0.070,-0.197,97.000
'0:30.720',-0.020,-0.060,-0.072,-0.186,97.000
'0:30.730',-0.025,-0.060,-0.075,-0.174,97.000
'0:30.740',-0.020,-0.060,-0.078,-0.162,97.000
'0:30.750',-0.015,-0.060,-0.080,-0.151,97.000
'0:30.760',-0.020,-0.060,-0.088,-0.139,97.000
'0:30.770',-0.020,-0.059,-0.096,-0.128,97.000
'0:30.780',-0.035,-0.059,-0.104,-0.117,97.000
'0:30.790',-0.030,-0.058,-0.112,-0.105,97.000
'0:30.800',-0.045,-0.058,-0.120,-0.094,97.000
'0:30.810',-0.040,-0.058,-0.132,-0.083,97.000
'0:30.820',-0.050,-0.058,-0.144,-0.072,97.000
'0:30.830',-0.065,-0.058,-0.157,-0.061,97.000
'0:30.840',-0.065,-0.058,-0.169,-0.051,97.000
'0:30.850',-0.065,-0.058,-0.181,-0.040,97.000
'0:30.860',-0.030,-0.058,-0.189,-0.030,97.000
'0:30.870',0.040,-0.058,-0.198,-0.020,97.000
'0:30.880',0.055,-0.059,-0.206,-0.010,97.000
'0:30.890',0.070,-0.059,-0.215,0.000,97.000
'0:30.900',0.110,-0.059,-0.223,0.010,97.000
'0:30.910',0.105,-0.059,-0.231,0.019,97.000
'0:30.920',0.080,-0.059,-0.238,0.028,97.000
'0:30.930',0.010,-0.059,-0.245,0.037,97.000
'0:30.940',0.010,-0.059,-0.252,0.046,97.000
'0:30.950',-0.065,-0.059,-0.260,0.056,97.000
'0:30.960',-0.100,-0.059,-0.266,0.063,97.000
'0:30.970',-0.105,-0.059,-0.273,0.071,97.000
'0:30.980',-0.115,-0.059,-0.279,0.079,97.000
'0:30.990',-0.085,-0.059,-0.286,0.087,97.000
'0:31.000',-0.110,-0.059,-0.292,0.095,97.000
'0:31.010',-0.095,-0.059,-0.296,0.102,97.000
'0:31.020',-0.110,-0.059,-0.300,0.109,97.000
'0:31.030',-0.060,-0.059,-0.303,0.116,97.000
'0:31.040',0.080,-0.059,-0.307,0.122,97.000
'0:31.050',0.330,-0.059,-0.311,0.129,97.000
'0:31.060',0.065,-0.059,-0.315,0.135,97.000
'0:31.070',-0.375,-0.059,-0.318,0.141,97.000
'0:31.080',-0.250,-0.059,-0.322,0.148,97.000
'0:31.090',-0.115,-0.059,-0.325,0.154,97.000
'0:31.100',-0.060,-0.059,-0.329,0.160,97.000
'0:31.110',-0.090,-0.059,-0.332,0.165,97.000
'0:31.120',-0.095,-0.059,-0.335,0.170,97.000
'0:31.130',-0.095,-0.059,-0.339,0.175,97.000
'0:31.140',-0.095,-0.059,-0.342,0.181,97.000
'0:31.150',-0.090,-0.059,-0.345,0.186,97.000
'0:31.160',-0.085,-0.059,-0.348,0.191,97.000
'0:31.170',-0.085,-0.059,-0.351,0.196,97.000
'0:31.180',-0.070,-0.059,-0.354,0.200,97.000
'0:31.190',-0.055,-0.059,-0.358,0.205,97.000
'0:31.200',-0.045,-0.059,-0.361,0.210,97.000
'0:31.210',-0.020,-0.059,-0.364,0.214,97.000
'0:31.220',-0.005,-0.059,-0.367,0.218,97.000
'0:31.230',0.010,-0.060,-0.370,0.222,97.000
'0:31.240',0.030,-0.060,-0.373,0.226,97.000
'0:31.250',0.060,-0.060,-0.377,0.231,97.000
'0:31.260',0.080,-0.062,-0.379,0.234,97.000
'0:31.270',0.110,-0.063,-0.382,0.238,97.000
'0:31.280',0.160,-0.065,-0.384,0.242,97.000
'0:31.290',0.195,-0.066,-0.387,0.246,97.000
'0:31.300',0.215,-0.068,-0.390,0.249,97.000
'0:31.310',0.250,-0.067,-0.392,0.253,97.000
'0:31.320',0.260,-0.067,-0.395,0.256,97.000
'0:31.330',0.275,-0.067,-0.398,0.260,97.000
'0:31.340',0.280,-0.067,-0.401,0.263,97.000
'0:31.350',0.255,-0.066,-0.403,0.266,97.000
'0:31.360',0.205,-0.065,-0.406,0.269,97.000
'0:31.370',0.145,-0.064,-0.408,0.272,97.000
'0:31.380',0.080,-0.063,-0.410,0.275,97.000
'0:31.390',0.025,-0.062,-0.412,0.278,97.000
'0:31.400',-0.005,-0.060,-0.414,0.281,97.000
'0:31.410',-0.020,-0.061,-0.415,0.284,97.000
'0:31.420',-0.030,-0.061,-0.416,0.287,97.000
'0:31.430',-0.050,-0.062,-0.417,0.290,97.000
'0:31.440',-0.045,-0.062,-0.418,0.293,97.000
'0:31.450',-0.030,-0.063,-0.419,0.295,97.000
'0:31.460',-0.035,-0.063,-0.419,0.298,97.000
'0:31.470',-0.030,-0.063,-0.420,0.300,97.000
'0:31.480',-0.025,-0.063,-0.420,0.303,97.000
'0:31.490',-0.015,-0.063,-0.421,0.305,97.000
'0:31.500',-0.020,-0.063,-0.421,0.308,97.000
'0:31.510',-0.030,-0.063,-0.422,0.310,97.000
'0:31.520',-0.040,-0.063,-0.422,0.312,97.000
'0:31.530',-0.040,-0.064,-0.422,0.314,97.000
'0:31.540',-0.035,-0.064,-0.422,0.317,97.000
'0:31.550',-0.045,-0.064,-0.422,0.319,97.000
'0:31.560',-0.050,-0.064,-0.424,0.321,97.000
'0:31.570',-0.055,-0.064,-0.426,0.323,97.000
'0:31.580',-0.055,-0.064,-0.428,0.325,97.000
'0:31.590',-0.050,-0.063,-0.430,0.327,97.000
'0:31.600',-0.045,-0.063,-0.432,0.329,97.000
'0:31.610',-0.015,-0.063,-0.433,0.331,97.000
'0:31.620',0.050,-0.063,-0.435,0.332,97.000
'0:31.630',0.065,-0.062,-0.437,0.334,97.000
'0:31.640',0.070,-0.062,-0.439,0.336,97.000
'0:31.650',0.105,-0.062,-0.441,0.338,97.000
'0:31.660',0.095,-0.062,-0.440,0.339,97.000
'0:31.670',0.090,-0.063,-0.438,0.341,97.000
'0:31.680',0.010,-0.063,-0.437,0.342,97.000
'0:31.690',0.005,-0.063,-0.435,0.344,97.000
'0:31.700',-0.065,-0.064,-0.434,0.346,97.000
'0:31.710',-0.100,-0.065,-0.432,0.347,97.000
'0:31.720',-0.100,-0.066,-0.430,0.348,97.000
'0:31.730',-0.110,-0.067,-0.428,0.350,97.000
'0:31.740',-0.110,-0.068,-0.426,0.351,97.000
'0:31.750',-0.105,-0.069,-0.424,0.352,97.000
'0:31.760',-0.095,-0.070,-0.424,0.354,97.000
'0:31.770',-0.100,-0.070,-0.423,0.355,97.000
'0:31.780',-0.065,-0.071,-0.423,0.356,97.000
'0:31.790',0.065,-0.071,-0.422,0.357,97.000
'0:31.800',0.300,-0.071,-0.421,0.358,97.000
'0:31.810',-0.005,-0.071,-0.422,0.359,97.000
'0:31.820',-0.395,-0.071,-0.423,0.360,97.000
'0:31.830',-0.260,-0.071,-0.423,0.361,97.000
'0:31.840',-0.140,-0.070,-0.424,0.362,97.000
'0:31.850',-0.080,-0.070,-0.425,0.363,97.000
'0:31.860',-0.090,-0.071,-0.424,0.363,97.000
'0:31.870',-0.110,-0.071,-0.422,0.364,97.000
'0:31.880',-0.100,-0.072,-0.421,0.364,97.000
'0:31.890',-0.090,-0.072,-0.420,0.365,97.000
'0:31.900',-0.080,-0.073,-0.418,0.365,97.000
'0:31.910',-0.080,-0.072,-0.415,0.365,97.000
'0:31.920',-0.075,-0.072,-0.411,0.364,97.000
'0:31.930',-0.070,-0.072,-0.407,0.363,97.000
'0:31.940',-0.055,-0.072,-0.404,0.362,97.000
'0:31.950',-0.035,-0.072,-0.400,0.362,97.000
'0:31.960',-0.025,-0.071,-0.398,0.358,96.000
'0:31.970',0.000,-0.071,-0.395,0.354,96.000
'0:31.980',0.010,-0.070,-0.393,0.350,96.000
'0:31.990',0.040,-0.070,-0.390,0.346,96.000
'0:32.000',0.060,-0.070,-0.388,0.342,96.000
'0:32.010',0.090,-0.070,-0.384,0.334,96.000
'0:32.020',0.120,-0.070,-0.381,0.326,96.000
'0:32.030',0.155,-0.071,-0.378,0.318,96.000
'0:32.040',0.215,-0.071,-0.375,0.310,96.000
'0:32.050',0.225,-0.072,-0.371,0.302,96.000
'0:32.060',0.260,-0.071,-0.366,0.291,96.000
'0:32.070',0.265,-0.070,-0.360,0.281,96.000
'0:32.080',0.295,-0.070,-0.355,0.270,96.000
'0:32.090',0.290,-0.069,-0.349,0.259,96.000
'0:32.100',0.265,-0.069,-0.344,0.248,96.000
'0:32.110',0.225,-0.069,-0.336,0.236,96.000
'0:32.120',0.150,-0.069,-0.328,0.224,96.000
'0:32.130',0.085,-0.069,-0.320,0.211,96.000
'0:32.140',0.015,-0.069,-0.313,0.199,96.000
'0:32.150',-0.005,-0.069,-0.305,0.187,96.000
'0:32.160',-0.025,-0.070,-0.288,0.174,96.000
'0:32.170',-0.040,-0.071,-0.271,0.162,96.000
'0:32.180',-0.025,-0.072,-0.255,0.149,96.000
'0:32.190',-0.025,-0.073,-0.238,0.137,96.000
'0:32.200',-0.035,-0.075,-0.221,0.124,96.000
'0:32.210',-0.030,-0.075,-0.202,0.112,96.000
'0:32.220',-0.035,-0.075,-0.183,0.100,96.000
'0:32.230',-0.025,-0.075,-0.164,0.088,96.000
'0:32.240',-0.025,-0.075,-0.145,0.076,96.000
'0:32.250',-0.030,-0.075,-0.126,0.065,96.000
'0:32.260',-0.020,-0.075,-0.117,0.054,96.000
'0:32.270',-0.040,-0.074,-0.109,0.042,96.000
'0:32.280',-0.030,-0.074,-0.100,0.031,96.000
'0:32.290',-0.050,-0.074,-0.092,0.020,96.000
'0:32.300',-0.045,-0.074,-0.083,0.009,96.000
'0:32.310',-0.065,-0.075,-0.079,-0.001,96.000
'0:32.320',-0.035,-0.075,-0.076,-0.011,96.000
'0:32.330',-0.060,-0.076,-0.072,-0.021,96.000
'0:32.340',-0.055,-0.077,-0.068,-0.032,96.000
'0:32.350',-0.030,-0.078,-0.065,-0.042,96.000
'0:32.360',0.045,-0.078,-0.061,-0.051,96.000
'0:32.370',0.045,-0.078,-0.057,-0.061,96.000
'0:32.380',0.050,-0.078,-0.053,-0.070,96.000
'0:32.390',0.105,-0.078,-0.049,-0.079,96.000
'0:32.400',0.105,-0.079,-0.045,-0.089,96.000
'0:32.410',0.095,-0.079,-0.040,-0.097,96.000
'0:32.420',0.000,-0.079,-0.034,-0.106,96.000
'0:32.430',0.000,-0.079,-0.028,-0.115,96.000
'0:32.440',-0.080,-0.079,-0.023,-0.123,96.000
'0:32.450',-0.110,-0.079,-0.017,-0.132,96.000
'0:32.460',-0.105,-0.080,-0.007,-0.140,96.000
'0:32.470',-0.110,-0.081,0.003,-0.148,96.000
'0:32.480',-0.130,-0.081,0.013,-0.156,96.000
'0:32.490',-0.115,-0.082,0.023,-0.164,96.000
'0:32.500',-0.095,-0.083,0.033,-0.172,96.000
'0:32.510',-0.105,-0.085,0.044,-0.179,96.000
'0:32.520',-0.055,-0.086,0.056,-0.186,96.000
'0:32.530',0.085,-0.088,0.068,-0.194,96.000
'0:32.540',0.350,-0.090,0.079,-0.201,96.000
'0:32.550',0.065,-0.091,0.091,-0.208,96.000
'0:32.560',-0.390,-0.091,0.102,-0.215,96.000
'0:32.570',-0.275,-0.090,0.114,-0.221,96.000
'0:32.580',-0.150,-0.090,0.125,-0.228,96.000
'0:32.590',-0.120,-0.089,0.137,-0.235,96.000
'0:32.600',-0.110,-0.089,0.149,-0.241,96.000
'0:32.610',-0.110,-0.088,0.159,-0.248,96.000
'0:32.620',-0.090,-0.087,0.169,-0.254,96.000
'0:32.630',-0.090,-0.086,0.179,-0.260,96.000
'0:32.640',-0.100,-0.085,0.189,-0.266,96.000
'0:32.650',-0.090,-0.084,0.199,-0.273,96.000
'0:32.660',-0.065,-0.084,0.207,-0.278,96.000
'0:32.670',-0.080,-0.085,0.215,-0.284,96.000
'0:32.680',-0.055,-0.085,0.223,-0.290,96.000
'0:32.690',-0.045,-0.085,0.231,-0.295,96.000
'0:32.700',-0.025,-0.086,0.240,-0.301,96.000
'0:32.710',-0.015,-0.086,0.245,-0.306,96.000
'0:32.720',0.010,-0.086,0.250,-0.311,96.000
'0:32.730',0.020,-0.086,0.256,-0.316,96.000
'0:32.740',0.045,-0.086,0.261,-0.321,96.000
'0:32.750',0.095,-0.086,0.267,-0.326,96.000
'0:32.760',0.110,-0.086,0.271,-0.331,96.000
'0:32.770',0.145,-0.087,0.275,-0.336,96.000
'0:32.780',0.190,-0.087,0.279,-0.341,96.000
'0:32.790',0.230,-0.088,0.283,-0.345,96.000
'0:32.800',0.235,-0.088,0.288,-0.350,96.000
'0:32.810',0.265,-0.088,0.294,-0.355,96.000
'0:32.820',0.280,-0.087,0.300,-0.359,96.000
'0:32.830',0.280,-0.087,0.307,-0.364,96.000
'0:32.840',0.280,-0.087,0.313,-0.368,96.000
'0:32.850',0.205,-0.086,0.319,-0.373,96.000
'0:32.860',0.150,-0.086,0.324,-0.377,96.000
'0:32.870',0.070,-0.085,0.329,-0.381,96.000
'0:32.880',0.005,-0.085,0.334,-0.385,96.000
'0:32.890',-0.015,-0.084,0.338,-0.389,96.000
'0:32.900',-0.025,-0.083,0.343,-0.393,96.000
'0:32.910',-0.035,-0.083,0.347,-0.397,96.000
'0:32.920',-0.035,-0.082,0.350,-0.400,96.000
'0:32.930',-0.045,-0.081,0.353,-0.404,96.000
'0:32.940',-0.035,-0.081,0.357,-0.408,96.000
'0:32.950',-0.040,-0.080,0.360,-0.411,96.000
'0:32.960',-0.025,-0.080,0.363,-0.415,96.000
'0:32.970',-0.020,-0.080,0.366,-0.418,96.000
'0:32.980',-0.025,-0.080,0.369,-0.421,96.000
'0:32.990',-0.035,-0.080,0.372,-0.424,96.000
'0:33.000',-0.035,-0.080,0.375,-0.427,96.000
'0:33.010',-0.035,-0.080,0.372,-0.430,96.000
'0:33.020',-0.035,-0.080,0.369,-0.432,96.000
'0:33.030',-0.045,-0.080,0.367,-0.435,96.000
'0:33.040',-0.040,-0.080,0.364,-0.437,96.000
'0:33.050',-0.055,-0.080,0.361,-0.440,96.000
'0:33.060',-0.040,-0.078,0.353,-0.441,96.000
'0:33.070',-0.055,-0.077,0.344,-0.443,96.000
'0:33.080',-0.050,-0.076,0.336,-0.445,96.000
'0:33.090',-0.025,-0.075,0.328,-0.446,96.000
'0:33.100',0.035,-0.074,0.319,-0.448,96.000
'0:33.110',0.050,-0.073,0.309,-0.446,96.000
'0:33.120',0.075,-0.073,0.299,-0.445,96.000
'0:33.130',0.090,-0.073,0.289,-0.444,96.000
'0:33.140',0.125,-0.072,0.279,-0.443,96.000
'0:33.150',0.095,-0.072,0.269,-0.441,96.000
'0:33.160',0.020,-0.071,0.257,-0.436,96.000
'0:33.170',0.000,-0.070,0.245,-0.431,96.000
'0:33.180',-0.025,-0.069,0.234,-0.425,96.000
'0:33.190',-0.095,-0.068,0.222,-0.420,96.000
'0:33.200',-0.095,-0.067,0.211,-0.415,96.000
'0:33.210',-0.115,-0.068,0.200,-0.406,96.000
'0:33.220',-0.100,-0.068,0.189,-0.397,96.000
'0:33.230',-0.115,-0.069,0.178,-0.388,96.000
'0:33.240',-0.100,-0.069,0.167,-0.380,96.000
'0:33.250',-0.110,-0.070,0.156,-0.371,96.000
'0:33.260',-0.060,-0.070,0.145,-0.360,96.000
'0:33.270',0.020,-0.070,0.133,-0.349,96.000
'0:33.280',0.290,-0.070,0.122,-0.338,96.000
'0:33.290',0.355,-0.070,0.110,-0.327,96.000
'0:33.300',-0.380,-0.070,0.099,-0.316,96.000
'0:33.310',-0.310,-0.068,0.086,-0.304,96.000
'0:33.320',-0.165,-0.067,0.074,-0.292,96.000
'0:33.330',-0.075,-0.065,0.061,-0.280,96.000
'0:33.340',-0.095,-0.063,0.048,-0.268,96.000
'0:33.350',-0.105,-0.061,0.036,-0.256,96.000
'0:33.360',-0.095,-0.061,0.028,-0.244,96.000
'0:33.370',-0.110,-0.061,0.020,-0.232,96.000
'0:33.380',-0.090,-0.062,0.012,-0.220,96.000
'0:33.390',-0.100,-0.062,0.004,-0.207,96.000
'0:33.400',-0.075,-0.062,-0.004,-0.195,96.000
'0:33.410',-0.075,-0.063,-0.010,-0.183,96.000
'0:33.420',-0.055,-0.065,-0.015,-0.170,96.000
'0:33.430',-0.065,-0.066,-0.020,-0.158,96.000
'0:33.440',-0.035,-0.067,-0.026,-0.146,96.000
'0:33.450',-0.030,-0.069,-0.031,-0.134,96.000
'0:33.460',0.005,-0.069,-0.035,-0.122,96.000
'0:33.470',0.015,-0.070,-0.039,-0.110,96.000
'0:33.480',0.060,-0.070,-0.043,-0.098,96.000
'0:33.490',0.080,-0.071,-0.047,-0.086,96.000
