'Elapsed time','ECG','Resp C','Resp A','Resp N','SpO2'
'0:32.180',0.010,-0.050,-0.028,-0.475,92.000
'0:32.190',-0.075,-0.047,-0.026,-0.478,92.000
'0:32.200',-0.095,-0.044,-0.024,-0.481,92.000
'0:32.210',-0.145,-0.039,-0.021,-0.484,92.000
'0:32.220',0.060,-0.035,-0.017,-0.486,92.000
'0:32.230',0.060,-0.031,-0.014,-0.489,92.000
'0:32.240',0.125,-0.027,-0.011,-0.491,92.000
'0:32.250',0.150,-0.023,-0.007,-0.494,92.000
'0:32.260',0.265,-0.020,-0.006,-0.496,92.000
'0:32.270',0.170,-0.018,-0.004,-0.498,92.000
'0:32.280',0.145,-0.016,-0.002,-0.501,92.000
'0:32.290',0.055,-0.013,-0.001,-0.503,92.000
'0:32.300',0.035,-0.011,0.001,-0.505,92.000
'0:32.310',-0.120,-0.008,0.003,-0.507,92.000
'0:32.320',-0.080,-0.006,0.006,-0.510,92.000
'0:32.330',-0.100,-0.003,0.008,-0.512,92.000
'0:32.340',-0.100,-0.001,0.010,-0.514,92.000
'0:32.350',-0.140,0.002,0.012,-0.516,92.000
'0:32.360',-0.130,0.006,0.016,-0.518,92.000
'0:32.370',-0.620,0.011,0.019,-0.520,92.000
'0:32.380',-0.835,0.015,0.023,-0.522,92.000
'0:32.390',-0.500,0.020,0.027,-0.524,92.000
'0:32.400',0.425,0.024,0.030,-0.526,92.000
'0:32.410',2.645,0.028,0.033,-0.528,92.000
'0:32.420',2.070,0.032,0.035,-0.529,92.000
'0:32.430',1.295,0.036,0.038,-0.531,92.000
'0:32.440',0.625,0.040,0.041,-0.533,92.000
'0:32.450',-0.150,0.044,0.043,-0.535,92.000
'0:32.460',-0.135,0.048,0.046,-0.536,92.000
'0:32.470',-0.190,0.052,0.049,-0.538,92.000
'0:32.480',-0.185,0.055,0.051,-0.539,92.000
'0:32.490',-0.200,0.059,0.054,-0.541,92.000
'0:32.500',-0.190,0.063,0.057,-0.542,92.000
'0:32.510',-0.175,0.064,0.058,-0.543,92.000
'0:32.520',-0.170,0.066,0.060,-0.544,92.000
'0:32.530',-0.160,0.067,0.062,-0.546,92.000
'0:32.540',-0.165,0.069,0.063,-0.547,92.000
'0:32.550',-0.185,0.070,0.065,-0.548,92.000
'0:32.560',-0.180,0.071,0.066,-0.549,92.000
'0:32.570',-0.190,0.072,0.067,-0.550,92.000
'0:32.580',-0.130,0.073,0.068,-0.551,92.000
'0:32.590',-0.190,0.074,0.069,-0.552,92.000
'0:32.600',-0.095,0.075,0.070,-0.553,92.000
'0:32.610',-0.190,0.077,0.071,-0.554,92.000
'0:32.620',-0.245,0.080,0.073,-0.555,92.000
'0:32.630',-0.160,0.082,0.075,-0.556,92.000
'0:32.640',-0.195,0.085,0.077,-0.557,92.000
'0:32.650',-0.160,0.087,0.078,-0.558,92.000
'0:32.660',-0.160,0.089,0.080,-0.558,92.000
'0:32.670',-0.180,0.090,0.081,-0.559,92.000
'0:32.680',-0.030,0.092,0.082,-0.559,92.000
'0:32.690',-0.025,0.094,0.084,-0.560,92.000
'0:32.700',0.050,0.095,0.085,-0.560,92.000
'0:32.710',0.035,0.097,0.086,-0.561,92.000
'0:32.720',0.135,0.098,0.087,-0.561,92.000
'0:32.730',0.060,0.099,0.088,-0.561,92.000
'0:32.740',0.135,0.100,0.089,-0.561,92.000
'0:32.750',0.100,0.102,0.090,-0.562,92.000
'0:32.760',0.125,0.102,0.090,-0.561,92.000
'0:32.770',-0.005,0.103,0.090,-0.561,92.000
'0:32.780',0.100,0.104,0.091,-0.561,92.000
'0:32.790',0.030,0.105,0.091,-0.561,92.000
'0:32.800',0.120,0.105,0.091,-0.561,92.000
'0:32.810',-0.015,0.105,0.091,-0.559,92.000
'0:32.820',0.020,0.105,0.091,-0.558,92.000
'0:32.830',0.035,0.104,0.090,-0.557,92.000
'0:32.840',-0.040,0.104,0.090,-0.556,92.000
'0:32.850',0.000,0.104,0.090,-0.555,92.000
'0:32.860',-0.005,0.102,0.088,-0.550,92.000
'0:32.870',-0.035,0.100,0.087,-0.546,92.000
'0:32.880',-0.095,0.098,0.085,-0.542,92.000
'0:32.890',-0.110,0.096,0.084,-0.537,92.000
'0:32.900',-0.125,0.095,0.082,-0.533,92.000
'0:32.910',-0.075,0.092,0.080,-0.524,92.000
'0:32.920',-0.125,0.090,0.078,-0.516,92.000
'0:32.930',-0.035,0.088,0.077,-0.507,92.000
'0:32.940',-0.085,0.085,0.075,-0.498,92.000
'0:32.950',-0.075,0.083,0.073,-0.490,93.000
'0:32.960',-0.090,0.082,0.072,-0.478,93.000
'0:32.970',-0.065,0.081,0.071,-0.467,93.000
'0:32.980',-0.070,0.079,0.070,-0.455,93.000
'0:32.990',-0.015,0.078,0.069,-0.444,93.000
'0:33.000',-0.145,0.077,0.068,-0.432,93.000
'0:33.010',-0.020,0.075,0.067,-0.419,93.000
'0:33.020',-0.050,0.073,0.065,-0.406,93.000
'0:33.030',-0.100,0.071,0.064,-0.394,93.000
'0:33.040',-0.150,0.070,0.063,-0.381,93.000
'0:33.050',0.000,0.068,0.061,-0.368,93.000
'0:33.060',0.030,0.066,0.060,-0.355,93.000
'0:33.070',0.075,0.064,0.059,-0.341,93.000
'0:33.080',0.040,0.062,0.058,-0.328,93.000
'0:33.090',0.250,0.060,0.056,-0.315,93.000
'0:33.100',0.280,0.059,0.055,-0.302,93.000
'0:33.110',0.095,0.057,0.054,-0.289,93.000
'0:33.120',-0.070,0.055,0.052,-0.276,93.000
'0:33.130',-0.010,0.053,0.050,-0.263,93.000
'0:33.140',-0.180,0.051,0.049,-0.250,93.000
'0:33.150',0.010,0.049,0.047,-0.237,93.000
'0:33.160',-0.155,0.045,0.044,-0.224,93.000
'0:33.170',-0.145,0.042,0.042,-0.211,93.000
'0:33.180',-0.225,0.039,0.039,-0.199,93.000
'0:33.190',-0.160,0.035,0.036,-0.186,93.000
'0:33.200',-0.440,0.032,0.034,-0.173,93.000
'0:33.210',-0.675,0.030,0.032,-0.161,93.000
'0:33.220',-0.610,0.029,0.030,-0.149,93.000
'0:33.230',-0.110,0.027,0.029,-0.137,93.000
'0:33.240',2.145,0.025,0.028,-0.125,93.000
'0:33.250',2.510,0.024,0.026,-0.113,93.000
'0:33.260',1.575,0.022,0.025,-0.101,93.000
'0:33.270',1.030,0.021,0.023,-0.089,93.000
'0:33.280',0.105,0.019,0.022,-0.078,93.000
'0:33.290',-0.070,0.018,0.020,-0.066,93.000
'0:33.300',-0.045,0.017,0.019,-0.055,93.000
'0:33.310',-0.080,0.013,0.017,-0.043,93.000
'0:33.320',-0.205,0.010,0.014,-0.032,93.000
'0:33.330',-0.165,0.007,0.012,-0.021,93.000
'0:33.340',-0.085,0.004,0.009,-0.010,93.000
'0:33.350',-0.185,0.000,0.007,0.001,93.000
'0:33.360',-0.160,-0.003,0.004,0.012,93.000
'0:33.370',-0.140,-0.006,0.002,0.022,93.000
'0:33.380',0.005,-0.010,-0.001,0.032,93.000
'0:33.390',-0.215,-0.013,-0.003,0.043,93.000
'0:33.400',-0.235,-0.017,-0.005,0.053,93.000
'0:33.410',-0.190,-0.021,-0.008,0.063,93.000
'0:33.420',-0.105,-0.025,-0.011,0.072,93.000
'0:33.430',-0.295,-0.028,-0.013,0.082,93.000
'0:33.440',-0.310,-0.032,-0.016,0.092,93.000
'0:33.450',-0.275,-0.036,-0.019,0.102,93.000
'0:33.460',-0.120,-0.039,-0.021,0.111,93.000
'0:33.470',-0.225,-0.041,-0.023,0.120,93.000
'0:33.480',-0.270,-0.044,-0.025,0.128,93.000
'0:33.490',-0.190,-0.047,-0.027,0.137,93.000
'0:33.500',-0.015,-0.049,-0.030,0.146,93.000
'0:33.510',-0.130,-0.051,-0.032,0.154,93.000
'0:33.520',-0.135,-0.054,-0.034,0.163,93.000
'0:33.530',-0.005,-0.056,-0.035,0.171,93.000
'0:33.540',0.075,-0.058,-0.037,0.179,93.000
'0:33.550',0.150,-0.060,-0.039,0.187,93.000
'0:33.560',0.065,-0.063,-0.042,0.195,93.000
'0:33.570',0.090,-0.067,-0.044,0.203,93.000
'0:33.580',0.080,-0.070,-0.046,0.210,93.000
'0:33.590',0.060,-0.073,-0.048,0.218,93.000
'0:33.600',-0.065,-0.076,-0.050,0.226,93.000
'0:33.610',-0.050,-0.077,-0.051,0.233,93.000
'0:33.620',-0.025,-0.079,-0.053,0.240,93.000
'0:33.630',-0.060,-0.081,-0.054,0.247,93.000
'0:33.640',-0.035,-0.083,-0.056,0.254,93.000
'0:33.650',-0.045,-0.085,-0.057,0.261,93.000
'0:33.660',-0.040,-0.087,-0.059,0.267,93.000
'0:33.670',-0.020,-0.089,-0.061,0.273,93.000
'0:33.680',-0.070,-0.091,-0.063,0.280,93.000
'0:33.690',-0.120,-0.093,-0.065,0.286,93.000
'0:33.700',-0.025,-0.095,-0.067,0.292,93.000
'0:33.710',-0.135,-0.097,-0.069,0.298,93.000
'0:33.720',-0.120,-0.099,-0.071,0.304,93.000
'0:33.730',-0.170,-0.101,-0.073,0.309,93.000
'0:33.740',-0.140,-0.103,-0.075,0.315,93.000
'0:33.750',-0.170,-0.105,-0.077,0.321,93.000
'0:33.760',-0.180,-0.107,-0.078,0.326,93.000
'0:33.770',-0.205,-0.110,-0.080,0.331,93.000
'0:33.780',-0.160,-0.112,-0.082,0.337,93.000
'0:33.790',-0.170,-0.114,-0.084,0.342,93.000
'0:33.800',-0.140,-0.117,-0.086,0.347,93.000
'0:33.810',-0.205,-0.119,-0.088,0.352,93.000
'0:33.820',-0.130,-0.121,-0.090,0.356,93.000
'0:33.830',-0.135,-0.123,-0.091,0.361,93.000
'0:33.840',-0.045,-0.125,-0.093,0.366,93.000
'0:33.850',-0.175,-0.128,-0.095,0.371,93.000
'0:33.860',-0.045,-0.129,-0.096,0.375,93.000
'0:33.870',-0.105,-0.130,-0.097,0.379,93.000
'0:33.880',-0.120,-0.131,-0.099,0.384,93.000
'0:33.890',-0.075,-0.132,-0.100,0.388,93.000
'0:33.900',-0.015,-0.133,-0.101,0.392,93.000
'0:33.910',-0.045,-0.135,-0.103,0.396,93.000
'0:33.920',0.125,-0.137,-0.105,0.400,93.000
'0:33.930',0.265,-0.139,-0.106,0.404,93.000
'0:33.940',0.425,-0.141,-0.108,0.408,93.000
'0:33.950',0.280,-0.143,-0.110,0.412,94.000
'0:33.960',0.235,-0.145,-0.111,0.416,94.000
'0:33.970',0.115,-0.146,-0.113,0.420,94.000
'0:33.980',-0.020,-0.148,-0.114,0.423,94.000
'0:33.990',0.000,-0.150,-0.115,0.427,94.000
'0:34.000',-0.010,-0.151,-0.117,0.430,94.000
'0:34.010',-0.055,-0.153,-0.118,0.433,94.000
'0:34.020',-0.110,-0.155,-0.119,0.437,94.000
'0:34.030',-0.055,-0.156,-0.120,0.440,94.000
'0:34.040',-0.150,-0.158,-0.122,0.443,94.000
'0:34.050',-0.670,-0.159,-0.123,0.446,94.000
'0:34.060',-0.835,-0.162,-0.125,0.449,94.000
'0:34.070',-0.345,-0.164,-0.126,0.452,94.000
'0:34.080',0.805,-0.166,-0.128,0.455,94.000
'0:34.090',2.740,-0.168,-0.130,0.458,94.000
'0:34.100',1.830,-0.170,-0.132,0.461,94.000
'0:34.110',1.335,-0.171,-0.133,0.463,94.000
'0:34.120',0.540,-0.172,-0.133,0.466,94.000
'0:34.130',-0.090,-0.173,-0.134,0.469,94.000
'0:34.140',-0.115,-0.174,-0.135,0.471,94.000
'0:34.150',-0.140,-0.175,-0.136,0.474,94.000
'0:34.160',-0.160,-0.176,-0.137,0.476,94.000
'0:34.170',-0.205,-0.177,-0.138,0.478,94.000
'0:34.180',-0.155,-0.178,-0.139,0.481,94.000
'0:34.190',-0.190,-0.179,-0.140,0.483,94.000
'0:34.200',-0.175,-0.181,-0.141,0.485,94.000
'0:34.210',-0.200,-0.183,-0.142,0.487,94.000
'0:34.220',-0.130,-0.185,-0.144,0.489,94.000
'0:34.230',-0.190,-0.188,-0.146,0.491,94.000
'0:34.240',-0.190,-0.190,-0.148,0.493,94.000
'0:34.250',-0.165,-0.192,-0.150,0.495,94.000
'0:34.260',-0.170,-0.195,-0.151,0.496,94.000
'0:34.270',-0.190,-0.197,-0.152,0.498,94.000
'0:34.280',-0.180,-0.199,-0.153,0.499,94.000
'0:34.290',-0.195,-0.201,-0.154,0.501,94.000
'0:34.300',-0.190,-0.203,-0.155,0.503,94.000
'0:34.310',-0.220,-0.206,-0.157,0.504,94.000
'0:34.320',-0.135,-0.209,-0.159,0.505,94.000
'0:34.330',-0.170,-0.212,-0.161,0.507,94.000
'0:34.340',-0.175,-0.215,-0.163,0.508,94.000
'0:34.350',-0.165,-0.218,-0.165,0.510,94.000
'0:34.360',-0.090,-0.220,-0.166,0.511,94.000
'0:34.370',0.000,-0.222,-0.168,0.512,94.000
'0:34.380',0.030,-0.224,-0.170,0.513,94.000
'0:34.390',0.100,-0.227,-0.172,0.514,94.000
'0:34.400',0.195,-0.229,-0.174,0.515,94.000
'0:34.410',0.075,-0.230,-0.174,0.516,94.000
'0:34.420',0.140,-0.231,-0.175,0.517,94.000
'0:34.430',0.060,-0.232,-0.175,0.518,94.000
'0:34.440',0.060,-0.233,-0.176,0.519,94.000
'0:34.450',0.055,-0.234,-0.176,0.519,94.000
'0:34.460',0.015,-0.235,-0.177,0.520,94.000
'0:34.470',-0.015,-0.236,-0.177,0.521,94.000
'0:34.480',-0.005,-0.237,-0.178,0.522,94.000
'0:34.490',0.025,-0.237,-0.178,0.523,94.000
'0:34.500',-0.040,-0.238,-0.179,0.524,94.000
'0:34.510',-0.040,-0.239,-0.179,0.525,94.000
'0:34.520',-0.015,-0.240,-0.180,0.526,94.000
'0:34.530',0.070,-0.241,-0.181,0.527,94.000
'0:34.540',-0.265,-0.242,-0.182,0.527,94.000
'0:34.550',-0.235,-0.243,-0.182,0.528,94.000
'0:34.560',-0.135,-0.246,-0.184,0.529,94.000
'0:34.570',-0.160,-0.248,-0.185,0.529,94.000
'0:34.580',-0.140,-0.250,-0.186,0.530,94.000
'0:34.590',-0.110,-0.252,-0.187,0.531,94.000
'0:34.600',-0.130,-0.255,-0.188,0.531,94.000
'0:34.610',-0.065,-0.255,-0.189,0.532,94.000
'0:34.620',-0.040,-0.255,-0.190,0.532,94.000
'0:34.630',0.000,-0.256,-0.190,0.533,94.000
'0:34.640',-0.045,-0.256,-0.191,0.533,94.000
'0:34.650',-0.005,-0.257,-0.192,0.534,94.000
'0:34.660',0.010,-0.258,-0.193,0.534,94.000
'0:34.670',-0.040,-0.259,-0.194,0.534,94.000
'0:34.680',-0.030,-0.260,-0.196,0.535,94.000
'0:34.690',0.025,-0.261,-0.197,0.535,94.000
'0:34.700',-0.020,-0.262,-0.198,0.535,94.000
'0:34.710',-0.085,-0.263,-0.199,0.535,94.000
'0:34.720',-0.015,-0.264,-0.199,0.535,94.000
'0:34.730',-0.075,-0.266,-0.200,0.535,94.000
'0:34.740',-0.085,-0.267,-0.201,0.535,94.000
'0:34.750',-0.040,-0.268,-0.201,0.536,94.000
'0:34.760',-0.010,-0.268,-0.201,0.535,94.000
'0:34.770',0.080,-0.268,-0.201,0.535,94.000
'0:34.780',0.080,-0.268,-0.201,0.535,94.000
'0:34.790',0.185,-0.268,-0.201,0.535,94.000
'0:34.800',0.215,-0.268,-0.200,0.535,94.000
'0:34.810',0.155,-0.268,-0.201,0.534,94.000
'0:34.820',0.095,-0.269,-0.202,0.533,94.000
'0:34.830',-0.020,-0.269,-0.203,0.533,94.000
'0:34.840',-0.095,-0.270,-0.203,0.532,94.000
'0:34.850',-0.105,-0.270,-0.204,0.532,94.000
'0:34.860',-0.105,-0.271,-0.204,0.531,94.000
'0:34.870',-0.200,-0.272,-0.204,0.530,94.000
'0:34.880',-0.175,-0.273,-0.204,0.529,94.000
'0:34.890',-0.175,-0.274,-0.204,0.528,94.000
'0:34.900',-0.350,-0.275,-0.204,0.527,94.000
'0:34.910',-0.740,-0.276,-0.205,0.526,94.000
'0:34.920',-0.815,-0.277,-0.205,0.525,94.000
'0:34.930',-0.195,-0.278,-0.206,0.523,94.000
'0:34.940',1.840,-0.279,-0.206,0.522,94.000
'0:34.950',2.600,-0.280,-0.207,0.521,94.000
'0:34.960',1.455,-0.278,-0.207,0.519,94.000
'0:34.970',0.990,-0.277,-0.208,0.517,94.000
'0:34.980',0.180,-0.276,-0.209,0.516,94.000
'0:34.990',-0.175,-0.275,-0.209,0.514,94.000
'0:35.000',-0.120,-0.273,-0.210,0.512,94.000
'0:35.010',-0.180,-0.272,-0.209,0.510,94.000
'0:35.020',-0.155,-0.270,-0.208,0.508,94.000
'0:35.030',-0.190,-0.269,-0.208,0.505,94.000
'0:35.040',-0.140,-0.267,-0.207,0.503,94.000
'0:35.050',-0.125,-0.266,-0.206,0.501,94.000
'0:35.060',-0.120,-0.266,-0.206,0.497,94.000
'0:35.070',-0.115,-0.267,-0.206,0.493,94.000
'0:35.080',-0.060,-0.267,-0.205,0.489,94.000
'0:35.090',-0.150,-0.267,-0.205,0.486,94.000
'0:35.100',-0.215,-0.268,-0.205,0.482,94.000
'0:35.110',-0.170,-0.267,-0.204,0.475,94.000
'0:35.120',-0.145,-0.267,-0.203,0.468,94.000
'0:35.130',-0.150,-0.266,-0.203,0.461,94.000
'0:35.140',-0.190,-0.265,-0.202,0.454,94.000
'0:35.150',-0.185,-0.265,-0.202,0.447,94.000
'0:35.160',-0.220,-0.263,-0.200,0.436,94.000
'0:35.170',-0.275,-0.261,-0.199,0.425,94.000
'0:35.180',-0.205,-0.258,-0.197,0.414,94.000
'0:35.190',-0.175,-0.256,-0.196,0.403,94.000
'0:35.200',-0.140,-0.254,-0.195,0.392,94.000
'0:35.210',-0.070,-0.253,-0.194,0.378,94.000
'0:35.220',-0.015,-0.252,-0.193,0.364,94.000
'0:35.230',-0.015,-0.251,-0.192,0.350,94.000
'0:35.240',0.125,-0.250,-0.191,0.336,94.000
'0:35.250',0.165,-0.249,-0.190,0.322,94.000
'0:35.260',0.095,-0.249,-0.189,0.306,94.000
'0:35.270',0.105,-0.248,-0.187,0.290,94.000
'0:35.280',0.100,-0.248,-0.186,0.274,94.000
'0:35.290',0.050,-0.247,-0.185,0.258,94.000
'0:35.300',-0.015,-0.247,-0.183,0.242,94.000
'0:35.310',0.005,-0.244,-0.181,0.225,94.000
'0:35.320',0.025,-0.241,-0.179,0.208,94.000
'0:35.330',-0.080,-0.238,-0.177,0.191,94.000
'0:35.340',-0.030,-0.235,-0.174,0.174,94.000
'0:35.350',0.015,-0.232,-0.172,0.157,94.000
'0:35.360',-0.040,-0.228,-0.170,0.140,94.000
'0:35.370',-0.095,-0.225,-0.167,0.123,94.000
'0:35.380',-0.085,-0.221,-0.164,0.106,94.000
'0:35.390',-0.075,-0.217,-0.162,0.090,94.000
'0:35.400',-0.045,-0.214,-0.159,0.073,94.000
'0:35.410',-0.145,-0.211,-0.157,0.057,94.000
'0:35.420',-0.145,-0.209,-0.155,0.041,94.000
'0:35.430',-0.095,-0.207,-0.153,0.025,94.000
'0:35.440',-0.125,-0.205,-0.150,0.009,94.000
'0:35.450',-0.120,-0.203,-0.148,-0.007,94.000
'0:35.460',-0.110,-0.199,-0.146,-0.022,94.000
'0:35.470',-0.120,-0.195,-0.143,-0.037,94.000
'0:35.480',-0.170,-0.191,-0.140,-0.051,94.000
'0:35.490',-0.170,-0.188,-0.137,-0.066,94.000
'0:35.500',-0.070,-0.184,-0.135,-0.081,94.000
'0:35.510',-0.120,-0.180,-0.132,-0.094,94.000
'0:35.520',-0.115,-0.176,-0.129,-0.107,94.000
'0:35.530',-0.065,-0.172,-0.126,-0.121,94.000
'0:35.540',-0.045,-0.168,-0.122,-0.134,94.000
'0:35.550',-0.110,-0.163,-0.119,-0.147,94.000
'0:35.560',0.000,-0.161,-0.117,-0.159,94.000
'0:35.570',-0.175,-0.159,-0.115,-0.170,94.000
'0:35.580',-0.090,-0.156,-0.113,-0.182,94.000
'0:35.590',-0.100,-0.154,-0.111,-0.193,94.000
'0:35.600',-0.030,-0.151,-0.108,-0.205,94.000
'0:35.610',0.040,-0.149,-0.106,-0.215,94.000
'0:35.620',0.100,-0.146,-0.104,-0.225,94.000
'0:35.630',0.275,-0.143,-0.101,-0.234,94.000
'0:35.640',0.265,-0.140,-0.099,-0.244,94.000
'0:35.650',0.255,-0.138,-0.096,-0.254,94.000
'0:35.660',0.140,-0.134,-0.093,-0.263,94.000
'0:35.670',0.090,-0.130,-0.091,-0.272,94.000
'0:35.680',0.050,-0.127,-0.088,-0.280,94.000
'0:35.690',-0.125,-0.123,-0.085,-0.289,94.000
'0:35.700',-0.095,-0.120,-0.082,-0.297,94.000
'0:35.710',-0.130,-0.116,-0.079,-0.305,94.000
'0:35.720',-0.100,-0.112,-0.076,-0.313,94.000
'0:35.730',0.045,-0.108,-0.073,-0.320,94.000
'0:35.740',-0.090,-0.104,-0.070,-0.328,94.000
'0:35.750',-0.600,-0.100,-0.068,-0.335,94.000
'0:35.760',-0.775,-0.096,-0.064,-0.342,94.000
'0:35.770',-0.560,-0.092,-0.061,-0.348,94.000
'0:35.780',0.240,-0.089,-0.059,-0.355,94.000
'0:35.790',2.560,-0.085,-0.055,-0.361,94.000
'0:35.800',2.270,-0.081,-0.052,-0.368,94.000
'0:35.810',1.450,-0.076,-0.049,-0.374,94.000
'0:35.820',0.855,-0.072,-0.046,-0.379,94.000
'0:35.830',-0.125,-0.067,-0.043,-0.385,94.000
'0:35.840',-0.120,-0.063,-0.039,-0.390,94.000
'0:35.850',-0.090,-0.058,-0.036,-0.396,94.000
'0:35.860',-0.130,-0.054,-0.033,-0.401,94.000
'0:35.870',-0.140,-0.050,-0.029,-0.406,94.000
'0:35.880',-0.140,-0.045,-0.026,-0.411,94.000
'0:35.890',-0.140,-0.041,-0.023,-0.415,94.000
'0:35.900',-0.050,-0.037,-0.020,-0.420,94.000
'0:35.910',-0.145,-0.034,-0.017,-0.425,94.000
'0:35.920',-0.180,-0.030,-0.014,-0.429,94.000
'0:35.930',-0.130,-0.027,-0.011,-0.433,94.000
'0:35.940',-0.195,-0.024,-0.008,-0.438,94.000
'0:35.950',-0.135,-0.021,-0.005,-0.442,94.000
'0:35.960',-0.170,-0.017,-0.002,-0.446,94.000
'0:35.970',-0.135,-0.013,0.001,-0.450,94.000
'0:35.980',-0.165,-0.009,0.005,-0.453,94.000
'0:35.990',-0.130,-0.004,0.008,-0.457,94.000
'0:36.000',-0.065,-0.000,0.011,-0.461,94.000
'0:36.010',-0.240,0.005,0.015,-0.464,94.000
'0:36.020',-0.225,0.009,0.018,-0.467,94.000
'0:36.030',-0.150,0.014,0.021,-0.470,94.000
'0:36.040',-0.210,0.019,0.024,-0.474,94.000
'0:36.050',-0.135,0.024,0.028,-0.477,94.000
'0:36.060',-0.115,0.028,0.031,-0.480,94.000
'0:36.070',0.035,0.032,0.034,-0.483,94.000
'0:36.080',0.180,0.037,0.038,-0.486,94.000
'0:36.090',0.180,0.041,0.041,-0.489,94.000
'0:36.100',0.200,0.045,0.045,-0.492,94.000
'0:36.110',0.165,0.049,0.048,-0.494,94.000
'0:36.120',0.185,0.053,0.051,-0.497,94.000
'0:36.130',0.075,0.057,0.054,-0.499,94.000
'0:36.140',0.050,0.061,0.057,-0.501,94.000
'0:36.150',0.105,0.065,0.060,-0.504,94.000
'0:36.160',0.140,0.069,0.063,-0.506,94.000
'0:36.170',0.020,0.072,0.065,-0.508,94.000
'0:36.180',-0.115,0.076,0.068,-0.511,94.000
'0:36.190',-0.255,0.080,0.071,-0.513,94.000
'0:36.200',-0.405,0.084,0.074,-0.515,94.000
'0:36.210',-0.875,0.088,0.077,-0.517,94.000
'0:36.220',-0.985,0.093,0.081,-0.519,94.000
'0:36.230',-0.735,0.097,0.084,-0.521,94.000
'0:36.240',-0.275,0.102,0.087,-0.523,94.000
'0:36.250',-0.140,0.106,0.091,-0.525,94.000
'0:36.260',0.110,0.109,0.093,-0.527,94.000
'0:36.270',-0.040,0.112,0.095,-0.528,94.000
'0:36.280',-0.615,0.114,0.097,-0.530,94.000
'0:36.290',-0.745,0.117,0.099,-0.532,94.000
'0:36.300',-0.455,0.120,0.101,-0.534,94.000
'0:36.310',-0.150,0.122,0.103,-0.535,94.000
'0:36.320',-0.140,0.123,0.105,-0.536,94.000
'0:36.330',-0.070,0.125,0.107,-0.538,94.000
'0:36.340',0.020,0.127,0.109,-0.539,94.000
'0:36.350',0.115,0.129,0.111,-0.541,94.000
'0:36.360',0.115,0.132,0.113,-0.542,94.000
'0:36.370',0.095,0.135,0.116,-0.543,94.000
'0:36.380',0.075,0.138,0.118,-0.544,94.000
'0:36.390',0.130,0.141,0.120,-0.545,94.000
'0:36.400',0.190,0.144,0.123,-0.547,94.000
'0:36.410',0.085,0.147,0.124,-0.548,94.000
'0:36.420',0.150,0.150,0.126,-0.549,94.000
'0:36.430',0.245,0.153,0.128,-0.550,94.000
'0:36.440',0.290,0.155,0.130,-0.551,94.000
'0:36.450',0.340,0.158,0.132,-0.552,94.000
'0:36.460',0.345,0.161,0.134,-0.552,94.000
'0:36.470',0.355,0.163,0.136,-0.553,94.000
'0:36.480',0.420,0.166,0.138,-0.554,94.000
'0:36.490',0.375,0.168,0.140,-0.555,94.000
'0:36.500',0.345,0.171,0.142,-0.556,94.000
'0:36.510',0.215,0.173,0.144,-0.556,94.000
'0:36.520',0.220,0.174,0.145,-0.557,94.000
'0:36.530',0.135,0.176,0.147,-0.557,94.000
'0:36.540',0.080,0.178,0.148,-0.558,94.000
'0:36.550',0.115,0.180,0.150,-0.558,94.000
'0:36.560',0.090,0.180,0.150,-0.558,94.000
'0:36.570',0.075,0.181,0.151,-0.558,94.000
'0:36.580',0.010,0.182,0.151,-0.558,94.000
'0:36.590',0.040,0.183,0.152,-0.558,94.000
'0:36.600',0.000,0.184,0.152,-0.559,94.000
'0:36.610',0.020,0.182,0.151,-0.557,94.000
'0:36.620',0.005,0.181,0.150,-0.555,94.000
'0:36.630',-0.010,0.180,0.149,-0.553,94.000
'0:36.640',0.015,0.179,0.148,-0.552,94.000
'0:36.650',0.040,0.178,0.147,-0.550,94.000
'0:36.660',-0.050,0.175,0.145,-0.544,94.000
'0:36.670',-0.030,0.173,0.144,-0.538,94.000
'0:36.680',-0.025,0.171,0.142,-0.532,94.000
'0:36.690',-0.025,0.169,0.141,-0.525,94.000
'0:36.700',-0.015,0.167,0.139,-0.519,94.000
'0:36.710',0.000,0.165,0.138,-0.508,94.000
'0:36.720',0.010,0.164,0.137,-0.498,94.000
'0:36.730',0.000,0.163,0.135,-0.487,94.000
'0:36.740',-0.060,0.162,0.134,-0.476,94.000
'0:36.750',0.010,0.161,0.133,-0.466,94.000
'0:36.760',-0.065,0.157,0.130,-0.452,94.000
'0:36.770',-0.095,0.154,0.128,-0.439,94.000
'0:36.780',-0.080,0.151,0.126,-0.425,94.000
'0:36.790',-0.015,0.148,0.123,-0.412,94.000
'0:36.800',-0.060,0.145,0.121,-0.399,94.000
'0:36.810',-0.020,0.142,0.119,-0.384,94.000
'0:36.820',-0.090,0.138,0.116,-0.370,94.000
'0:36.830',-0.055,0.135,0.114,-0.355,94.000
'0:36.840',-0.035,0.132,0.111,-0.341,94.000
'0:36.850',-0.070,0.128,0.109,-0.327,94.000
'0:36.860',0.000,0.126,0.107,-0.312,94.000
'0:36.870',-0.005,0.125,0.105,-0.298,94.000
'0:36.880',0.000,0.123,0.103,-0.284,94.000
'0:36.890',-0.090,0.121,0.100,-0.270,94.000
'0:36.900',-0.025,0.119,0.098,-0.255,94.000
'0:36.910',0.005,0.116,0.096,-0.241,94.000
'0:36.920',-0.020,0.113,0.094,-0.228,94.000
