'Elapsed time','ECG'
'0:24.350',1.435
'0:24.360',1.435
'0:24.370',1.435
'0:24.380',1.400
'0:24.390',1.255
'0:24.400',1.225
'0:24.410',1.220
'0:24.420',1.145
'0:24.430',1.040
'0:24.440',0.960
'0:24.450',0.985
'0:24.460',0.900
'0:24.470',0.865
'0:24.480',0.920
'0:24.490',0.880
'0:24.500',0.925
'0:24.510',1.000
'0:24.520',0.920
'0:24.530',0.850
'0:24.540',0.720
'0:24.550',0.660
'0:24.560',0.630
'0:24.570',0.560
'0:24.580',0.530
'0:24.590',0.475
'0:24.600',0.260
'0:24.610',0.475
'0:24.620',1.660
'0:24.630',3.255
'0:24.640',3.745
'0:24.650',1.960
'0:24.660',0.345
'0:24.670',0.320
'0:24.680',0.350
'0:24.690',0.360
'0:24.700',0.320
'0:24.710',0.260
'0:24.720',0.210
'0:24.730',0.230
'0:24.740',0.165
'0:24.750',0.140
'0:24.760',0.240
'0:24.770',0.200
'0:24.780',0.145
'0:24.790',0.160
'0:24.800',0.170
'0:24.810',0.170
'0:24.820',0.190
'0:24.830',0.180
'0:24.840',0.185
'0:24.850',0.205
'0:24.860',0.265
'0:24.870',0.270
'0:24.880',0.260
'0:24.890',0.290
'0:24.900',0.380
'0:24.910',0.450
'0:24.920',0.370
'0:24.930',0.280
'0:24.940',0.300
'0:24.950',0.320
'0:24.960',0.240
'0:24.970',0.220
'0:24.980',0.250
'0:24.990',0.170
'0:25.000',0.175
'0:25.010',0.250
'0:25.020',0.260
'0:25.030',0.265
'0:25.040',0.300
'0:25.050',0.305
'0:25.060',0.265
'0:25.070',0.280
'0:25.080',0.290
'0:25.090',0.305
'0:25.100',0.340
'0:25.110',0.325
'0:25.120',0.340
'0:25.130',0.345
'0:25.140',0.385
'0:25.150',0.415
'0:25.160',0.465
'0:25.170',0.510
'0:25.180',0.580
'0:25.190',0.620
'0:25.200',0.540
'0:25.210',0.540
'0:25.220',0.520
'0:25.230',0.400
'0:25.240',0.325
'0:25.250',0.375
'0:25.260',0.410
'0:25.270',0.425
'0:25.280',0.180
'0:25.290',0.440
'0:25.300',1.700
'0:25.310',3.375
'0:25.320',3.810
'0:25.330',1.985
'0:25.340',0.475
'0:25.350',0.405
'0:25.360',0.470
'0:25.370',0.475
'0:25.380',0.490
'0:25.390',0.560
'0:25.400',0.520
'0:25.410',0.525
'0:25.420',0.620
'0:25.430',0.605
'0:25.440',0.625
'0:25.450',0.630
'0:25.460',0.660
'0:25.470',0.720
'0:25.480',0.770
'0:25.490',0.780
'0:25.500',0.790
'0:25.510',0.880
'0:25.520',0.900
'0:25.530',0.940
'0:25.540',1.000
'0:25.550',0.980
'0:25.560',1.020
'0:25.570',1.065
'0:25.580',1.115
'0:25.590',1.160
'0:25.600',1.130
'0:25.610',1.125
'0:25.620',1.105
'0:25.630',1.040
'0:25.640',1.010
'0:25.650',1.000
'0:25.660',1.000
'0:25.670',1.060
'0:25.680',1.080
'0:25.690',1.040
'0:25.700',1.060
'0:25.710',1.060
'0:25.720',1.070
'0:25.730',1.100
'0:25.740',1.100
'0:25.750',1.105
'0:25.760',1.125
'0:25.770',1.160
'0:25.780',1.140
'0:25.790',1.180
'0:25.800',1.200
'0:25.810',1.220
'0:25.820',1.280
'0:25.830',1.320
'0:25.840',1.360
'0:25.850',1.410
'0:25.860',1.460
'0:25.870',1.450
'0:25.880',1.410
'0:25.890',1.320
'0:25.900',1.255
'0:25.910',1.240
'0:25.920',1.240
'0:25.930',1.225
'0:25.940',1.200
'0:25.950',1.010
'0:25.960',1.270
'0:25.970',2.510
'0:25.980',4.200
'0:25.990',4.575
'0:26.000',2.700
'0:26.010',1.240
'0:26.020',1.200
'0:26.030',1.220
'0:26.040',1.240
'0:26.050',1.225
'0:26.060',1.250
'0:26.070',1.250
'0:26.080',1.280
'0:26.090',1.285
'0:26.100',1.310
'0:26.110',1.360
'0:26.120',1.300
'0:26.130',1.320
'0:26.140',1.350
'0:26.150',1.380
'0:26.160',1.405
'0:26.170',1.410
'0:26.180',1.460
'0:26.190',1.520
'0:26.200',1.510
'0:26.210',1.560
'0:26.220',1.645
'0:26.230',1.600
'0:26.240',1.645
'0:26.250',1.690
'0:26.260',1.665
'0:26.270',1.660
'0:26.280',1.645
'0:26.290',1.600
'0:26.300',1.500
'0:26.310',1.495
'0:26.320',1.505
'0:26.330',1.480
'0:26.340',1.520
'0:26.350',1.455
'0:26.360',1.460
'0:26.370',1.470
'0:26.380',1.425
'0:26.390',1.480
'0:26.400',1.520
'0:26.410',1.505
'0:26.420',1.490
'0:26.430',1.560
'0:26.440',1.560
'0:26.450',1.500
'0:26.460',1.520
'0:26.470',1.490
'0:26.480',1.550
'0:26.490',1.595
'0:26.500',1.615
'0:26.510',1.680
'0:26.520',1.720
'0:26.530',1.750
'0:26.540',1.740
'0:26.550',1.640
'0:26.560',1.570
'0:26.570',1.530
'0:26.580',1.490
'0:26.590',1.490
'0:26.600',1.495
'0:26.610',1.390
'0:26.620',1.210
'0:26.630',1.700
'0:26.640',3.080
'0:26.650',4.690
'0:26.660',4.565
'0:26.670',2.450
'0:26.680',1.330
'0:26.690',1.465
'0:26.700',1.450
'0:26.710',1.430
'0:26.720',1.425
'0:26.730',1.390
'0:26.740',1.415
'0:26.750',1.440
'0:26.760',1.435
'0:26.770',1.425
'0:26.780',1.450
'0:26.790',1.435
'0:26.800',1.460
'0:26.810',1.505
'0:26.820',1.485
'0:26.830',1.495
'0:26.840',1.540
'0:26.850',1.560
'0:26.860',1.565
'0:26.870',1.610
'0:26.880',1.670
'0:26.890',1.700
'0:26.900',1.780
'0:26.910',1.820
'0:26.920',1.780
'0:26.930',1.840
'0:26.940',1.720
'0:26.950',1.600
'0:26.960',1.575
'0:26.970',1.565
'0:26.980',1.530
'0:26.990',1.550
'0:27.000',1.570
'0:27.010',1.520
'0:27.020',1.465
'0:27.030',1.490
'0:27.040',1.480
'0:27.050',1.490
'0:27.060',1.500
'0:27.070',1.530
'0:27.080',1.540
'0:27.090',1.500
'0:27.100',1.500
'0:27.110',1.530
'0:27.120',1.530
'0:27.130',1.500
'0:27.140',1.520
'0:27.150',1.590
'0:27.160',1.610
'0:27.170',1.600
'0:27.180',1.680
'0:27.190',1.720
'0:27.200',1.755
'0:27.210',1.720
'0:27.220',1.615
'0:27.230',1.520
'0:27.240',1.480
'0:27.250',1.460
'0:27.260',1.435
'0:27.270',1.430
'0:27.280',1.360
'0:27.290',1.165
'0:27.300',1.680
'0:27.310',3.160
'0:27.320',4.720
'0:27.330',4.385
'0:27.340',2.290
'0:27.350',1.305
'0:27.360',1.435
'0:27.370',1.390
'0:27.380',1.360
'0:27.390',1.410
'0:27.400',1.400
'0:27.410',1.365
'0:27.420',1.380
'0:27.430',1.410
'0:27.440',1.385
'0:27.450',1.390
'0:27.460',1.410
'0:27.470',1.420
'0:27.480',1.435
'0:27.490',1.445
'0:27.500',1.500
'0:27.510',1.545
'0:27.520',1.570
'0:27.530',1.560
'0:27.540',1.530
'0:27.550',1.630
'0:27.560',1.680
'0:27.570',1.725
'0:27.580',1.820
'0:27.590',1.820
'0:27.600',1.740
'0:27.610',1.745
'0:27.620',1.690
'0:27.630',1.630
'0:27.640',1.540
'0:27.650',1.520
'0:27.660',1.540
'0:27.670',1.540
'0:27.680',1.510
'0:27.690',1.470
'0:27.700',1.505
'0:27.710',1.510
'0:27.720',1.495
'0:27.730',1.465
'0:27.740',1.485
'0:27.750',1.520
'0:27.760',1.500
'0:27.770',1.470
'0:27.780',1.540
'0:27.790',1.540
'0:27.800',1.520
'0:27.810',1.525
'0:27.820',1.580
'0:27.830',1.620
'0:27.840',1.650
'0:27.850',1.705
'0:27.860',1.725
'0:27.870',1.820
'0:27.880',1.810
'0:27.890',1.780
'0:27.900',1.765
'0:27.910',1.680
'0:27.920',1.645
'0:27.930',1.660
'0:27.940',1.725
'0:27.950',1.710
'0:27.960',1.550
'0:27.970',1.410
'0:27.980',1.865
'0:27.990',3.225
'0:28.000',4.900
'0:28.010',5.050
'0:28.020',3.040
'0:28.030',1.810
'0:28.040',1.870
'0:28.050',1.935
'0:28.060',1.980
'0:28.070',1.970
'0:28.080',2.000
'0:28.090',1.990
'0:28.100',2.040
'0:28.110',1.935
'0:28.120',1.885
'0:28.130',2.000
'0:28.140',2.020
'0:28.150',1.970
'0:28.160',2.020
'0:28.170',2.090
'0:28.180',2.045
'0:28.190',2.000
'0:28.200',2.000
'0:28.210',2.090
'0:28.220',2.240
'0:28.230',2.200
'0:28.240',2.210
'0:28.250',2.270
'0:28.260',2.260
'0:28.270',2.325
'0:28.280',2.305
'0:28.290',2.160
'0:28.300',2.160
'0:28.310',2.160
'0:28.320',2.000
'0:28.330',1.905
'0:28.340',1.925
'0:28.350',2.000
'0:28.360',1.960
'0:28.370',1.865
'0:28.380',1.890
'0:28.390',1.945
'0:28.400',1.880
'0:28.410',1.935
'0:28.420',1.975
'0:28.430',1.865
'0:28.440',1.900
'0:28.450',1.935
'0:28.460',1.960
'0:28.470',2.040
'0:28.480',2.020
'0:28.490',2.030
'0:28.500',2.020
'0:28.510',2.110
'0:28.520',2.150
'0:28.530',2.160
'0:28.540',2.210
'0:28.550',2.210
'0:28.560',2.225
'0:28.570',2.145
'0:28.580',2.020
'0:28.590',1.965
'0:28.600',1.920
'0:28.610',1.890
'0:28.620',1.900
'0:28.630',1.870
'0:28.640',1.620
'0:28.650',1.845
'0:28.660',3.090
'0:28.670',4.840
'0:28.680',5.400
'0:28.690',3.600
'0:28.700',1.985
'0:28.710',1.855
'0:28.720',1.890
'0:28.730',1.900
'0:28.740',1.880
'0:28.750',1.880
'0:28.760',1.925
'0:28.770',1.965
'0:28.780',1.960
'0:28.790',1.960
'0:28.800',1.935
'0:28.810',1.965
'0:28.820',1.990
'0:28.830',2.000
'0:28.840',2.060
'0:28.850',2.100
'0:28.860',2.105
'0:28.870',2.160
'0:28.880',2.190
'0:28.890',2.220
'0:28.900',2.280
'0:28.910',2.320
'0:28.920',2.380
'0:28.930',2.400
'0:28.940',2.360
'0:28.950',2.370
'0:28.960',2.385
'0:28.970',2.335
'0:28.980',2.290
'0:28.990',2.240
'0:29.000',2.180
'0:29.010',2.225
'0:29.020',2.220
'0:29.030',2.205
'0:29.040',2.245
'0:29.050',2.230
'0:29.060',2.215
'0:29.070',2.220
'0:29.080',2.205
'0:29.090',2.265
'0:29.100',2.300
'0:29.110',2.280
'0:29.120',2.280
'0:29.130',2.300
'0:29.140',2.265
'0:29.150',2.280
'0:29.160',2.295
'0:29.170',2.330
'0:29.180',2.335
'0:29.190',2.320
'0:29.200',2.340
'0:29.210',2.390
'0:29.220',2.420
'0:29.230',2.480
'0:29.240',2.540
'0:29.250',2.540
'0:29.260',2.480
'0:29.270',2.370
'0:29.280',2.300
'0:29.290',2.280
'0:29.300',2.225
'0:29.310',2.220
'0:29.320',2.200
'0:29.330',2.025
'0:29.340',1.960
'0:29.350',2.790
'0:29.360',4.505
'0:29.370',5.960
'0:29.380',5.080
'0:29.390',2.925
'0:29.400',2.185
'0:29.410',2.290
'0:29.420',2.240
'0:29.430',2.225
'0:29.440',2.225
'0:29.450',2.240
'0:29.460',2.240
'0:29.470',2.230
'0:29.480',2.260
'0:29.490',2.250
'0:29.500',2.220
'0:29.510',2.235
'0:29.520',2.255
'0:29.530',2.290
'0:29.540',2.345
'0:29.550',2.370
'0:29.560',2.360
'0:29.570',2.330
'0:29.580',2.410
'0:29.590',2.480
'0:29.600',2.505
'0:29.610',2.540
'0:29.620',2.580
'0:29.630',2.660
'0:29.640',2.680
'0:29.650',2.610
'0:29.660',2.560
'0:29.670',2.530
'0:29.680',2.460
'0:29.690',2.440
'0:29.700',2.430
'0:29.710',2.405
'0:29.720',2.365
'0:29.730',2.365
'0:29.740',2.360
'0:29.750',2.320
'0:29.760',2.320
'0:29.770',2.350
'0:29.780',2.320
'0:29.790',2.280
'0:29.800',2.285
'0:29.810',2.300
'0:29.820',2.320
'0:29.830',2.290
'0:29.840',2.280
'0:29.850',2.290
'0:29.860',2.260
'0:29.870',2.260
'0:29.880',2.260
'0:29.890',2.240
'0:29.900',2.230
'0:29.910',2.240
'0:29.920',2.265
'0:29.930',2.280
'0:29.940',2.345
'0:29.950',2.375
'0:29.960',2.320
'0:29.970',2.240
'0:29.980',2.165
'0:29.990',2.135
'0:30.000',2.090
'0:30.010',2.055
'0:30.020',2.060
'0:30.030',2.040
'0:30.040',1.930
'0:30.050',1.685
'0:30.060',2.020
'0:30.070',3.385
'0:30.080',5.200
'0:30.090',5.600
'0:30.100',3.510
'0:30.110',1.930
'0:30.120',1.980
'0:30.130',1.925
'0:30.140',1.840
'0:30.150',1.790
'0:30.160',1.770
'0:30.170',1.780
'0:30.180',1.755
'0:30.190',1.710
'0:30.200',1.700
'0:30.210',1.700
'0:30.220',1.730
'0:30.230',1.725
'0:30.240',1.710
'0:30.250',1.705
'0:30.260',1.740
'0:30.270',1.745
'0:30.280',1.745
'0:30.290',1.805
'0:30.300',1.850
'0:30.310',1.855
'0:30.320',1.870
'0:30.330',1.925
'0:30.340',1.980
'0:30.350',2.000
'0:30.360',1.940
'0:30.370',1.880
'0:30.380',1.785
'0:30.390',1.705
'0:30.400',1.640
'0:30.410',1.610
'0:30.420',1.615
'0:30.430',1.580
'0:30.440',1.520
'0:30.450',1.460
'0:30.460',1.445
'0:30.470',1.485
'0:30.480',1.510
'0:30.490',1.425
'0:30.500',1.390
'0:30.510',1.400
'0:30.520',1.375
'0:30.530',1.385
'0:30.540',1.380
'0:30.550',1.340
'0:30.560',1.420
'0:30.570',1.435
'0:30.580',1.320
'0:30.590',1.320
'0:30.600',1.295
'0:30.610',1.290
'0:30.620',1.320
'0:30.630',1.295
'0:30.640',1.320
'0:30.650',1.360
'0:30.660',1.360
'0:30.670',1.400
'0:30.680',1.370
'0:30.690',1.450
'0:30.700',1.420
'0:30.710',1.285
'0:30.720',1.270
'0:30.730',1.210
'0:30.740',1.120
'0:30.750',1.115
'0:30.760',1.120
'0:30.770',1.100
'0:30.780',0.780
'0:30.790',0.900
'0:30.800',2.040
'0:30.810',3.870
'0:30.820',4.810
'0:30.830',3.125
'0:30.840',1.150
'0:30.850',0.920
'0:30.860',0.980
'0:30.870',0.960
'0:30.880',0.920
'0:30.890',0.910
'0:30.900',0.920
'0:30.910',0.930
'0:30.920',0.925
'0:30.930',0.925
'0:30.940',0.945
'0:30.950',0.950
'0:30.960',0.880
'0:30.970',0.870
'0:30.980',0.960
'0:30.990',0.960
'0:31.000',0.900
'0:31.010',0.920
'0:31.020',0.970
'0:31.030',1.040
'0:31.040',1.055
'0:31.050',1.085
'0:31.060',1.105
'0:31.070',1.180
'0:31.080',1.230
'0:31.090',1.180
'0:31.100',1.115
'0:31.110',1.040
'0:31.120',0.975
'0:31.130',0.925
'0:31.140',0.840
'0:31.150',0.810
'0:31.160',0.815
'0:31.170',0.815
'0:31.180',0.780
'0:31.190',0.730
'0:31.200',0.725
'0:31.210',0.695
'0:31.220',0.700
'0:31.230',0.760
'0:31.240',0.760
'0:31.250',0.760
'0:31.260',0.760
'0:31.270',0.770
'0:31.280',0.760
'0:31.290',0.735
'0:31.300',0.680
'0:31.310',0.760
'0:31.320',0.730
'0:31.330',0.610
'0:31.340',0.645
'0:31.350',0.670
'0:31.360',0.680
'0:31.370',0.635
'0:31.380',0.655
'0:31.390',0.705
'0:31.400',0.720
'0:31.410',0.780
'0:31.420',0.845
'0:31.430',0.810
'0:31.440',0.760
'0:31.450',0.750
'0:31.460',0.705
'0:31.470',0.620
'0:31.480',0.550
'0:31.490',0.510
'0:31.500',0.520
'0:31.510',0.505
'0:31.520',0.260
'0:31.530',0.265
'0:31.540',1.325
'0:31.550',3.145
'0:31.560',4.305
'0:31.570',2.920
'0:31.580',0.860
'0:31.590',0.440
'0:31.600',0.500
'0:31.610',0.440
'0:31.620',0.415
'0:31.630',0.410
'0:31.640',0.365
'0:31.650',0.360
'0:31.660',0.385
'0:31.670',0.440
'0:31.680',0.440
'0:31.690',0.455
'0:31.700',0.440
'0:31.710',0.410
'0:31.720',0.410
'0:31.730',0.440
'0:31.740',0.470
'0:31.750',0.485
'0:31.760',0.500
'0:31.770',0.560
'0:31.780',0.560
'0:31.790',0.600
'0:31.800',0.660
'0:31.810',0.680
'0:31.820',0.720
'0:31.830',0.790
'0:31.840',0.720
'0:31.850',0.560
'0:31.860',0.525
'0:31.870',0.420
'0:31.880',0.365
'0:31.890',0.420
'0:31.900',0.380
'0:31.910',0.340
'0:31.920',0.370
'0:31.930',0.360
'0:31.940',0.255
'0:31.950',0.255
'0:31.960',0.240
'0:31.970',0.180
'0:31.980',0.260
'0:31.990',0.300
'0:32.000',0.210
'0:32.010',0.245
'0:32.020',0.240
'0:32.030',0.170
'0:32.040',0.245
'0:32.050',0.280
'0:32.060',0.205
'0:32.070',0.190
'0:32.080',0.230
'0:32.090',0.220
'0:32.100',0.175
'0:32.110',0.210
'0:32.120',0.210
'0:32.130',0.190
'0:32.140',0.180
'0:32.150',0.150
'0:32.160',0.200
'0:32.170',0.270
'0:32.180',0.340
'0:32.190',0.300
'0:32.200',0.325
'0:32.210',0.375
'0:32.220',0.290
'0:32.230',0.240
'0:32.240',0.140
'0:32.250',0.045
'0:32.260',0.050
'0:32.270',0.065
'0:32.280',0.050
'0:32.290',-0.185
'0:32.300',-0.175
'0:32.310',0.970
'0:32.320',2.970
'0:32.330',4.010
'0:32.340',2.210
'0:32.350',0.150
'0:32.360',-0.130
'0:32.370',-0.035
'0:32.380',-0.095
'0:32.390',-0.075
'0:32.400',-0.015
'0:32.410',-0.050
'0:32.420',-0.020
'0:32.430',-0.015
'0:32.440',-0.030
'0:32.450',-0.070
'0:32.460',-0.070
'0:32.470',-0.010
'0:32.480',0.005
'0:32.490',0.005
'0:32.500',-0.015
'0:32.510',0.065
'0:32.520',0.105
'0:32.530',0.045
'0:32.540',0.070
'0:32.550',0.170
'0:32.560',0.205
'0:32.570',0.230
'0:32.580',0.280
'0:32.590',0.320
'0:32.600',0.315
'0:32.610',0.280
'0:32.620',0.185
'0:32.630',0.125
'0:32.640',0.080
'0:32.650',-0.015
'0:32.660',-0.010
'0:32.670',0.005
'0:32.680',-0.060
'0:32.690',-0.100
'0:32.700',-0.110
'0:32.710',-0.095
'0:32.720',-0.100
'0:32.730',-0.065
'0:32.740',-0.110
'0:32.750',-0.195
'0:32.760',-0.165
'0:32.770',-0.105
'0:32.780',-0.060
'0:32.790',-0.035
'0:32.800',-0.070
'0:32.810',-0.080
'0:32.820',-0.080
'0:32.830',-0.120
'0:32.840',-0.150
'0:32.850',-0.100
'0:32.860',-0.055
'0:32.870',-0.020
'0:32.880',-0.035
'0:32.890',-0.020
'0:32.900',0.020
'0:32.910',-0.020
'0:32.920',0.050
'0:32.930',0.110
'0:32.940',0.170
'0:32.950',0.265
'0:32.960',0.240
'0:32.970',0.160
'0:32.980',0.120
'0:32.990',0.090
'0:33.000',0.070
'0:33.010',0.050
'0:33.020',-0.010
'0:33.030',-0.025
'0:33.040',-0.075
'0:33.050',-0.360
'0:33.060',0.005
'0:33.070',1.560
'0:33.080',3.500
'0:33.090',3.905
'0:33.100',1.660
'0:33.110',0.010
'0:33.120',-0.010
'0:33.130',-0.020
'0:33.140',-0.070
'0:33.150',-0.070
'0:33.160',0.005
'0:33.170',0.000
'0:33.180',-0.060
'0:33.190',-0.040
'0:33.200',-0.020
'0:33.210',-0.020
'0:33.220',0.005
'0:33.230',0.030
'0:33.240',0.005
'0:33.250',0.010
'0:33.260',0.015
'0:33.270',0.045
'0:33.280',0.045
'0:33.290',0.090
'0:33.300',0.125
'0:33.310',0.130
'0:33.320',0.200
'0:33.330',0.285
'0:33.340',0.310
'0:33.350',0.320
'0:33.360',0.280
'0:33.370',0.225
'0:33.380',0.165
'0:33.390',0.095
'0:33.400',0.045
'0:33.410',-0.010
'0:33.420',-0.035
'0:33.430',-0.040
'0:33.440',-0.055
'0:33.450',-0.055
'0:33.460',-0.065
'0:33.470',-0.060
'0:33.480',-0.070
'0:33.490',-0.100
'0:33.500',-0.100
'0:33.510',-0.075
'0:33.520',-0.105
'0:33.530',-0.100
'0:33.540',-0.065
'0:33.550',-0.080
'0:33.560',-0.080
'0:33.570',-0.095
'0:33.580',-0.065
'0:33.590',-0.040
'0:33.600',-0.060
'0:33.610',-0.090
'0:33.620',-0.040
'0:33.630',-0.100
'0:33.640',-0.135
'0:33.650',-0.130
'0:33.660',-0.155
'0:33.670',-0.140
'0:33.680',-0.100
'0:33.690',-0.040
'0:33.700',-0.035
'0:33.710',0.030
'0:33.720',0.095
'0:33.730',0.105
'0:33.740',0.040
'0:33.750',-0.015
'0:33.760',-0.040
'0:33.770',-0.075
'0:33.780',-0.165
'0:33.790',-0.130
'0:33.800',-0.165
'0:33.810',-0.200
'0:33.820',-0.450
'0:33.830',-0.320
'0:33.840',0.960
'0:33.850',2.920
'0:33.860',3.860
'0:33.870',1.985
'0:33.880',-0.015
'0:33.890',-0.220
'0:33.900',-0.155
'0:33.910',-0.215
'0:33.920',-0.265
'0:33.930',-0.240
'0:33.940',-0.200
'0:33.950',-0.210
'0:33.960',-0.230
'0:33.970',-0.210
'0:33.980',-0.145
'0:33.990',-0.140
'0:34.000',-0.185
'0:34.010',-0.200
'0:34.020',-0.190
'0:34.030',-0.130
'0:34.040',-0.120
'0:34.050',-0.155
'0:34.060',-0.060
'0:34.070',0.020
'0:34.080',0.050
'0:34.090',0.130
'0:34.100',0.155
'0:34.110',0.170
'0:34.120',0.260
'0:34.130',0.270
'0:34.140',0.210
'0:34.150',0.140
'0:34.160',0.060
'0:34.170',-0.020
'0:34.180',-0.040
'0:34.190',-0.030
'0:34.200',-0.060
'0:34.210',-0.100
'0:34.220',-0.100
'0:34.230',-0.095
'0:34.240',-0.060
'0:34.250',-0.070
'0:34.260',-0.105
'0:34.270',-0.095
'0:34.280',-0.095
'0:34.290',-0.130
'0:34.300',-0.080
'0:34.310',-0.065
'0:34.320',-0.080
'0:34.330',-0.070
'0:34.340',-0.060
'0:34.350',-0.080
'0:34.360',-0.095
'0:34.370',-0.080
'0:34.380',-0.075
'0:34.390',-0.010
'0:34.400',-0.030
'0:34.410',-0.060
'0:34.420',-0.075
'0:34.430',-0.060
'0:34.440',-0.045
'0:34.450',-0.040
'0:34.460',0.015
'0:34.470',0.080
'0:34.480',0.140
'0:34.490',0.165
'0:34.500',0.190
'0:34.510',0.150
'0:34.520',0.080
'0:34.530',0.030
'0:34.540',-0.050
'0:34.550',-0.080
'0:34.560',-0.095
'0:34.570',-0.075
'0:34.580',-0.080
'0:34.590',-0.360
'0:34.600',-0.310
'0:34.610',0.865
'0:34.620',2.730
'0:34.630',3.810
'0:34.640',2.260
'0:34.650',0.240
'0:34.660',-0.155
'0:34.670',-0.090
'0:34.680',-0.110
'0:34.690',-0.155
'0:34.700',-0.185
'0:34.710',-0.155
'0:34.720',-0.170
'0:34.730',-0.125
'0:34.740',-0.120
'0:34.750',-0.170
'0:34.760',-0.155
'0:34.770',-0.100
'0:34.780',-0.120
'0:34.790',-0.150
'0:34.800',-0.115
'0:34.810',-0.080
'0:34.820',-0.020
'0:34.830',0.030
'0:34.840',-0.005
'0:34.850',0.060
'0:34.860',0.155
'0:34.870',0.200
'0:34.880',0.240
'0:34.890',0.320
'0:34.900',0.320
'0:34.910',0.240
'0:34.920',0.160
'0:34.930',0.065
'0:34.940',0.050
'0:34.950',-0.010
'0:34.960',-0.090
'0:34.970',-0.110
'0:34.980',-0.060
'0:34.990',-0.110
'0:35.000',-0.060
'0:35.010',-0.080
'0:35.020',-0.190
'0:35.030',-0.155
'0:35.040',-0.120
'0:35.050',-0.120
'0:35.060',-0.165
'0:35.070',-0.130
'0:35.080',-0.185
'0:35.090',-0.220
'0:35.100',-0.170
'0:35.110',-0.110
'0:35.120',-0.120
'0:35.130',-0.170
'0:35.140',-0.150
'0:35.150',-0.120
'0:35.160',-0.100
'0:35.170',-0.160
'0:35.180',-0.190
'0:35.190',-0.150
'0:35.200',-0.080
'0:35.210',-0.080
'0:35.220',-0.035
'0:35.230',-0.010
'0:35.240',0.050
'0:35.250',0.100
'0:35.260',0.020
'0:35.270',-0.005
'0:35.280',-0.065
'0:35.290',-0.180
'0:35.300',-0.200
'0:35.310',-0.200
'0:35.320',-0.165
'0:35.330',-0.240
'0:35.340',-0.520
'0:35.350',-0.270
'0:35.360',1.000
'0:35.370',2.950
'0:35.380',3.700
'0:35.390',1.700
'0:35.400',-0.165
'0:35.410',-0.300
'0:35.420',-0.275
'0:35.430',-0.235
'0:35.440',-0.240
'0:35.450',-0.235
'0:35.460',-0.210
'0:35.470',-0.165
'0:35.480',-0.200
'0:35.490',-0.210
'0:35.500',-0.195
'0:35.510',-0.190
'0:35.520',-0.140
'0:35.530',-0.130
'0:35.540',-0.115
'0:35.550',-0.115
'0:35.560',-0.100
'0:35.570',-0.035
'0:35.580',-0.035
'0:35.590',0.010
'0:35.600',0.080
'0:35.610',0.105
'0:35.620',0.175
'0:35.630',0.240
'0:35.640',0.220
'0:35.650',0.205
'0:35.660',0.175
'0:35.670',0.095
'0:35.680',0.045
'0:35.690',-0.005
'0:35.700',-0.010
'0:35.710',-0.050
'0:35.720',-0.080
'0:35.730',-0.090
'0:35.740',-0.090
'0:35.750',-0.105
'0:35.760',-0.175
'0:35.770',-0.120
'0:35.780',-0.080
'0:35.790',-0.105
'0:35.800',-0.115
'0:35.810',-0.135
'0:35.820',-0.120
'0:35.830',-0.060
'0:35.840',-0.080
'0:35.850',-0.095
'0:35.860',-0.100
'0:35.870',-0.095
'0:35.880',-0.080
'0:35.890',-0.075
'0:35.900',-0.100
'0:35.910',-0.100
'0:35.920',-0.115
'0:35.930',-0.110
'0:35.940',-0.075
'0:35.950',-0.090
'0:35.960',-0.080
'0:35.970',-0.015
'0:35.980',-0.010
'0:35.990',0.040
'0:36.000',0.105
'0:36.010',0.120
'0:36.020',0.100
'0:36.030',0.040
'0:36.040',-0.065
'0:36.050',-0.105
'0:36.060',-0.120
'0:36.070',-0.110
'0:36.080',-0.155
'0:36.090',-0.260
'0:36.100',-0.490
'0:36.110',-0.055
'0:36.120',1.560
'0:36.130',3.490
'0:36.140',3.620
'0:36.150',1.270
'0:36.160',-0.235
'0:36.170',-0.135
'0:36.180',-0.155
'0:36.190',-0.200
'0:36.200',-0.240
'0:36.210',-0.190
'0:36.220',-0.215
'0:36.230',-0.165
'0:36.240',-0.120
'0:36.250',-0.150
'0:36.260',-0.150
'0:36.270',-0.135
'0:36.280',-0.175
'0:36.290',-0.140
'0:36.300',-0.120
'0:36.310',-0.080
'0:36.320',-0.040
'0:36.330',-0.030
'0:36.340',-0.020
'0:36.350',0.005
'0:36.360',0.040
'0:36.370',0.130
'0:36.380',0.155
'0:36.390',0.220
'0:36.400',0.270
'0:36.410',0.240
'0:36.420',0.145
'0:36.430',0.085
'0:36.440',0.050
'0:36.450',-0.020
'0:36.460',-0.035
'0:36.470',-0.030
'0:36.480',-0.070
'0:36.490',-0.075
'0:36.500',-0.110
'0:36.510',-0.095
'0:36.520',-0.080
'0:36.530',-0.145
'0:36.540',-0.165
'0:36.550',-0.110
'0:36.560',-0.105
'0:36.570',-0.105
'0:36.580',-0.095
'0:36.590',-0.135
'0:36.600',-0.140
'0:36.610',-0.110
'0:36.620',-0.100
'0:36.630',-0.135
'0:36.640',-0.150
'0:36.650',-0.140
'0:36.660',-0.140
'0:36.670',-0.145
'0:36.680',-0.150
'0:36.690',-0.135
'0:36.700',-0.165
'0:36.710',-0.150
'0:36.720',-0.120
'0:36.730',-0.100
'0:36.740',-0.055
'0:36.750',-0.005
'0:36.760',0.040
'0:36.770',0.025
